1,1.1,1.1.1,1.1.1.1,1.1.2,1.1.3,1.1.3.1,1.1.3.2,1.1.3.3,1.2.1,1.2.2,1.2.2.1,2,2.1,2.2,2.2.1,2.2.1.1,2.2.2,3,3.1.1,3.1.2,3.1.2.1,3.1.2.2,4.1,4.1.1,4.1.1.1,4.1.1.2,4.1.1.3,4.1.1.3.1,4.1.2,4.1.2.1,4.1.2.1.1,4.1.3,4.1.4,4.2,4.2.1,4.2.1.1,4.2.2,4.2.2.1,4.2.2.2,4.3,4.3.1,4.3.1.1,4.3.2,4.3.2.1,4.3.3,4.3.4,4.3.4.1,4.3.4.2,4.3.4.2.1,4.4,4.4.1,4.4.1.1,4.4.1.1.1,4.4.1.2,4.5,4.6,4.6.1,4.6.1.1,4.6.1.2,4.6.2,4.6.2.1,4.6.2.2,4.6.3,4.6.4,4.6.5,4.7,4.8,4.8.1,4.8.2,4.8.3,4.9.1,5,6,7,8,9,bov,cap,oryg
887.0,887.0,887.0,887.0,887.0,887.0,887.0,887.0,887.0,887.0,887.0,887.0,2063.0,2063.0,2063.0,2063.0,2063.0,2063.0,1059.0,1059.0,1059.0,1059.0,1059.0,4457.0,4457.0,4457.0,4457.0,4457.0,4457.0,4457.0,4457.0,4457.0,4457.0,4457.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,8123.0,8123.0,8123.0,8123.0,8123.0,8123.0,8123.0,8123.0,8123.0,8123.0,8385.0,8385.0,8385.0,8385.0,8385.0,6169.0,,749.0,749.0,749.0,2287.0,2287.0,2287.0,105.0,1717.0,4005.0,,,979.0,1519.0,955.0,3135.0,289.0,1299.0,231,287.0,1269.0,2141.0,577.0,237.0
949.0,949.0,949.0,949.0,949.0,949.0,949.0,949.0,949.0,949.0,949.0,949.0,2361.0,2361.0,2361.0,2361.0,2361.0,2361.0,1117.0,1117.0,1117.0,1117.0,1117.0,5985.0,5985.0,5985.0,5985.0,5985.0,5985.0,5985.0,5985.0,5985.0,5985.0,5985.0,2181.0,2181.0,2181.0,2181.0,2181.0,2181.0,9229.0,9229.0,9229.0,9229.0,9229.0,9229.0,9229.0,9229.0,9229.0,9229.0,8511.0,8511.0,8511.0,8511.0,8511.0,6215.0,,849.0,849.0,849.0,2465.0,2465.0,2465.0,447.0,4315.0,4105.0,,,1333.0,1955.0,1829.0,3487.0,329.0,1315.0,275,301.0,1303.0,2167.0,609.0,263.0
1039.0,1039.0,1039.0,1039.0,1039.0,1039.0,1039.0,1039.0,1039.0,1039.0,1039.0,1039.0,2863.0,2863.0,2863.0,2863.0,2863.0,2863.0,1293.0,1293.0,1293.0,1293.0,1293.0,6027.0,6027.0,6027.0,6027.0,6027.0,6027.0,6027.0,6027.0,6027.0,6027.0,6027.0,2229.0,2229.0,2229.0,2229.0,2229.0,2229.0,9499.0,9499.0,9499.0,9499.0,9499.0,9499.0,9499.0,9499.0,9499.0,9499.0,8731.0,8731.0,8731.0,8731.0,8731.0,6411.0,,853.0,853.0,853.0,2485.0,2485.0,2485.0,489.0,4937.0,4469.0,,,1587.0,1973.0,2119.0,4089.0,351.0,1445.0,279,303.0,1387.0,2257.0,683.0,441.0
1065.0,1065.0,1065.0,1065.0,1065.0,1065.0,1065.0,1065.0,1065.0,1065.0,1065.0,1065.0,3491.0,3491.0,3491.0,3491.0,3491.0,3491.0,1295.0,1295.0,1295.0,1295.0,1295.0,6539.0,6539.0,6539.0,6539.0,6539.0,6539.0,6539.0,6539.0,6539.0,6539.0,6539.0,2237.0,2237.0,2237.0,2237.0,2237.0,2237.0,10665.0,10665.0,10665.0,10665.0,10665.0,10665.0,10665.0,10665.0,10665.0,10665.0,9091.0,9091.0,9091.0,9091.0,9091.0,6611.0,,871.0,871.0,871.0,2955.0,2955.0,2955.0,703.0,4963.0,,,,1911.0,1987.0,2213.0,4711.0,529.0,1449.0,293,309.0,1553.0,2267.0,753.0,467.0
1105.0,1105.0,1105.0,1105.0,1105.0,1105.0,1105.0,1105.0,1105.0,1105.0,1105.0,1105.0,3615.0,3615.0,3615.0,3615.0,3615.0,3615.0,1329.0,1329.0,1329.0,1329.0,1329.0,6609.0,6609.0,6609.0,6609.0,6609.0,6609.0,6609.0,6609.0,6609.0,6609.0,6609.0,2319.0,2319.0,2319.0,2319.0,2319.0,2319.0,11149.0,11149.0,11149.0,11149.0,11149.0,11149.0,11149.0,11149.0,11149.0,11149.0,9457.0,9457.0,9457.0,9457.0,9457.0,7395.0,,1255.0,1255.0,1255.0,3923.0,3923.0,3923.0,721.0,4971.0,,,,2403.0,2259.0,2241.0,4855.0,535.0,1453.0,297,321.0,1719.0,2487.0,829.0,561.0
1123.0,1123.0,1123.0,1123.0,1123.0,1123.0,1123.0,1123.0,1123.0,1123.0,1123.0,1123.0,4741.0,4741.0,4741.0,4741.0,4741.0,4741.0,1529.0,1529.0,1529.0,1529.0,1529.0,6667.0,6667.0,6667.0,6667.0,6667.0,6667.0,6667.0,6667.0,6667.0,6667.0,6667.0,2841.0,2841.0,2841.0,2841.0,2841.0,2841.0,12291.0,12291.0,12291.0,12291.0,12291.0,12291.0,12291.0,12291.0,12291.0,12291.0,10087.0,10087.0,10087.0,10087.0,10087.0,7777.0,,1287.0,1287.0,1287.0,4563.0,4563.0,4563.0,851.0,5475.0,,,,2671.0,2281.0,2851.0,4911.0,549.0,1459.0,299,327.0,1893.0,2765.0,913.0,571.0
1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,4897.0,4897.0,4897.0,4897.0,4897.0,4897.0,1535.0,1535.0,1535.0,1535.0,1535.0,7027.0,7027.0,7027.0,7027.0,7027.0,7027.0,7027.0,7027.0,7027.0,7027.0,7027.0,4223.0,4223.0,4223.0,4223.0,4223.0,4223.0,12373.0,12373.0,12373.0,12373.0,12373.0,12373.0,12373.0,12373.0,12373.0,12373.0,10699.0,10699.0,10699.0,10699.0,10699.0,8311.0,,1439.0,1439.0,1439.0,8377.0,8377.0,8377.0,911.0,6349.0,,,,3177.0,2835.0,3339.0,5525.0,569.0,1501.0,335,345.0,2021.0,3317.0,951.0,579.0
1181.0,1181.0,1181.0,1181.0,1181.0,1181.0,1181.0,1181.0,1181.0,1181.0,1181.0,1181.0,4921.0,4921.0,4921.0,4921.0,4921.0,4921.0,1597.0,1597.0,1597.0,1597.0,1597.0,7737.0,7737.0,7737.0,7737.0,7737.0,7737.0,7737.0,7737.0,7737.0,7737.0,7737.0,4313.0,4313.0,4313.0,4313.0,4313.0,4313.0,12951.0,12951.0,12951.0,12951.0,12951.0,12951.0,12951.0,12951.0,12951.0,12951.0,11873.0,11873.0,11873.0,11873.0,11873.0,8513.0,,1695.0,1695.0,1695.0,8967.0,8967.0,8967.0,945.0,6385.0,,,,3267.0,2909.0,3785.0,5565.0,607.0,1513.0,357,439.0,2061.0,3671.0,1121.0,581.0
1243.0,1243.0,1243.0,1243.0,1243.0,1243.0,1243.0,1243.0,1243.0,1243.0,1243.0,1243.0,4993.0,4993.0,4993.0,4993.0,4993.0,4993.0,1819.0,1819.0,1819.0,1819.0,1819.0,7815.0,7815.0,7815.0,7815.0,7815.0,7815.0,7815.0,7815.0,7815.0,7815.0,7815.0,4317.0,4317.0,4317.0,4317.0,4317.0,4317.0,,3493.0,3493.0,193.0,193.0,57.0,1663.0,1663.0,1663.0,1663.0,12049.0,12049.0,12049.0,12049.0,12049.0,9249.0,,1711.0,1711.0,1711.0,9785.0,9785.0,9785.0,959.0,6613.0,,,,4431.0,3321.0,4421.0,5695.0,693.0,1539.0,365,449.0,2113.0,4155.0,1151.0,583.0
1279.0,1279.0,1279.0,1279.0,1279.0,1279.0,1279.0,1279.0,1279.0,1279.0,1279.0,1279.0,5403.0,5403.0,5403.0,5403.0,5403.0,5403.0,1857.0,1857.0,1857.0,1857.0,1857.0,7969.0,7969.0,7969.0,7969.0,7969.0,7969.0,7969.0,7969.0,7969.0,7969.0,7969.0,4371.0,4371.0,4371.0,4371.0,4371.0,4371.0,,3541.0,3541.0,815.0,815.0,1239.0,3039.0,3039.0,3039.0,3039.0,12245.0,12245.0,12245.0,12245.0,12245.0,9895.0,,1851.0,1851.0,1851.0,10239.0,10239.0,10239.0,1019.0,7029.0,,,,4439.0,3625.0,4529.0,5973.0,777.0,1543.0,373,453.0,2235.0,4261.0,1241.0,629.0
1327.0,1327.0,1327.0,1327.0,1327.0,1327.0,1327.0,1327.0,1327.0,1327.0,1327.0,1327.0,5509.0,5509.0,5509.0,5509.0,5509.0,5509.0,2345.0,2345.0,2345.0,2345.0,2345.0,8305.0,8305.0,8305.0,8305.0,8305.0,8305.0,8305.0,8305.0,8305.0,8305.0,8305.0,4717.0,4717.0,4717.0,4717.0,4717.0,4717.0,,3963.0,3963.0,819.0,819.0,1569.0,3937.0,3937.0,3937.0,3937.0,12303.0,12303.0,12303.0,12303.0,12303.0,10477.0,,2003.0,2003.0,2003.0,11617.0,11617.0,11617.0,1395.0,7901.0,,,,4643.0,4329.0,4789.0,6193.0,793.0,1545.0,445,485.0,2261.0,4375.0,1247.0,637.0
1359.0,1359.0,1359.0,1359.0,1359.0,1359.0,1359.0,1359.0,1359.0,1359.0,1359.0,1359.0,5733.0,5733.0,5733.0,5733.0,5733.0,5733.0,2779.0,2779.0,2779.0,2779.0,2779.0,8639.0,8639.0,8639.0,8639.0,8639.0,8639.0,8639.0,8639.0,8639.0,8639.0,8639.0,4729.0,4729.0,4729.0,4729.0,4729.0,4729.0,,4255.0,4255.0,1041.0,1041.0,2367.0,5447.0,5447.0,5447.0,5447.0,12845.0,12845.0,12845.0,12845.0,12845.0,10701.0,,2457.0,2457.0,2457.0,12135.0,12135.0,12135.0,1727.0,8167.0,,,,4779.0,4331.0,4957.0,7043.0,857.0,1621.0,451,495.0,2265.0,4465.0,1391.0,665.0
1385.0,1385.0,1385.0,1385.0,1385.0,1385.0,1385.0,1385.0,1385.0,1385.0,1385.0,1385.0,5805.0,5805.0,5805.0,5805.0,5805.0,5805.0,2845.0,2845.0,2845.0,2845.0,2845.0,8993.0,8993.0,8993.0,8993.0,8993.0,8993.0,8993.0,8993.0,8993.0,8993.0,8993.0,4965.0,4965.0,4965.0,4965.0,4965.0,4965.0,,4369.0,4369.0,1381.0,1381.0,2777.0,7593.0,7593.0,7593.0,7593.0,,921.0,921.0,921.0,921.0,10931.0,,2491.0,2491.0,2491.0,12709.0,12709.0,12709.0,1839.0,8183.0,,,,5039.0,4949.0,5631.0,7287.0,981.0,1705.0,477,499.0,2305.0,4473.0,1407.0,699.0
1469.0,1469.0,1469.0,1469.0,1469.0,1469.0,1469.0,1469.0,1469.0,1469.0,1469.0,1469.0,6359.0,6359.0,6359.0,6359.0,6359.0,6359.0,2931.0,2931.0,2931.0,2931.0,2931.0,9675.0,9675.0,9675.0,9675.0,9675.0,9675.0,9675.0,9675.0,9675.0,9675.0,9675.0,4987.0,4987.0,4987.0,4987.0,4987.0,4987.0,,4577.0,4577.0,1521.0,1521.0,3303.0,7779.0,7779.0,7779.0,7779.0,,1917.0,1917.0,1917.0,1917.0,11317.0,,2871.0,2871.0,2871.0,12873.0,12873.0,12873.0,2035.0,8591.0,,,,5593.0,5219.0,6531.0,7917.0,1073.0,1929.0,487,521.0,2379.0,5125.0,1499.0,757.0
1619.0,1619.0,1619.0,1619.0,1619.0,1619.0,1619.0,1619.0,1619.0,1619.0,1619.0,1619.0,6409.0,6409.0,6409.0,6409.0,6409.0,6409.0,2949.0,2949.0,2949.0,2949.0,2949.0,9753.0,9753.0,9753.0,9753.0,9753.0,9753.0,9753.0,9753.0,9753.0,9753.0,9753.0,5077.0,5077.0,5077.0,5077.0,5077.0,5077.0,,4887.0,4887.0,1901.0,1901.0,4185.0,10711.0,10711.0,10711.0,10711.0,,2383.0,2383.0,2383.0,2383.0,11453.0,,3577.0,3577.0,3577.0,,85.0,255.0,2171.0,8685.0,,,,6381.0,5237.0,8245.0,8361.0,1135.0,1937.0,503,533.0,2385.0,5173.0,1525.0,783.0
1633.0,1633.0,1633.0,1633.0,1633.0,1633.0,1633.0,1633.0,1633.0,1633.0,1633.0,1633.0,6747.0,6747.0,6747.0,6747.0,6747.0,6747.0,2953.0,2953.0,2953.0,2953.0,2953.0,9909.0,9909.0,9909.0,9909.0,9909.0,9909.0,9909.0,9909.0,9909.0,9909.0,9909.0,5137.0,5137.0,5137.0,5137.0,5137.0,5137.0,,5093.0,5093.0,2057.0,2057.0,5193.0,,671.0,167.0,167.0,,3077.0,3077.0,3077.0,3077.0,11653.0,,3999.0,3999.0,3999.0,,1083.0,269.0,2195.0,9123.0,,,,6523.0,6115.0,8681.0,8623.0,1249.0,1959.0,513,573.0,2655.0,5535.0,1579.0,787.0
1645.0,1645.0,1645.0,1645.0,1645.0,1645.0,1645.0,1645.0,1645.0,1645.0,1645.0,1645.0,7075.0,7075.0,7075.0,7075.0,7075.0,7075.0,2963.0,2963.0,2963.0,2963.0,2963.0,10139.0,10139.0,10139.0,10139.0,10139.0,10139.0,10139.0,10139.0,10139.0,10139.0,10139.0,5155.0,5155.0,5155.0,5155.0,5155.0,5155.0,,5141.0,5141.0,2369.0,2369.0,5311.0,,1173.0,915.0,915.0,,3257.0,3257.0,3257.0,3257.0,11655.0,,4365.0,4365.0,4365.0,,1447.0,341.0,2289.0,9485.0,,,,7021.0,7281.0,8757.0,8749.0,1251.0,1961.0,517,591.0,2795.0,5711.0,1611.0,863.0
1677.0,1677.0,1677.0,1677.0,1677.0,1677.0,1677.0,1677.0,1677.0,1677.0,1677.0,1677.0,7245.0,7245.0,7245.0,7245.0,7245.0,7245.0,3301.0,3301.0,3301.0,3301.0,3301.0,10583.0,10583.0,10583.0,10583.0,10583.0,10583.0,10583.0,10583.0,10583.0,10583.0,10583.0,5351.0,5351.0,5351.0,5351.0,5351.0,5351.0,,5977.0,5977.0,2441.0,2441.0,5349.0,,2399.0,1865.0,1865.0,,5291.0,5291.0,5291.0,5291.0,11893.0,,4791.0,4791.0,4791.0,,1551.0,359.0,2325.0,10925.0,,,,7697.0,8625.0,9923.0,8939.0,1307.0,2013.0,541,633.0,2869.0,6077.0,1657.0,881.0
1703.0,1703.0,1703.0,1703.0,1703.0,1703.0,1703.0,1703.0,1703.0,1703.0,1703.0,1703.0,7581.0,7581.0,7581.0,7581.0,7581.0,7581.0,3329.0,3329.0,3329.0,3329.0,3329.0,11157.0,11157.0,11157.0,11157.0,11157.0,11157.0,11157.0,11157.0,11157.0,11157.0,11157.0,5487.0,5487.0,5487.0,5487.0,5487.0,5487.0,,6211.0,6211.0,2875.0,2875.0,6121.0,,3205.0,2295.0,2295.0,,6047.0,6047.0,6047.0,6047.0,12247.0,,5169.0,5169.0,5169.0,,2415.0,465.0,2421.0,11647.0,,,,7729.0,8667.0,10135.0,9447.0,1319.0,2073.0,601,667.0,2911.0,6493.0,1715.0,909.0
1713.0,1713.0,1713.0,1713.0,1713.0,1713.0,1713.0,1713.0,1713.0,1713.0,1713.0,1713.0,7635.0,7635.0,7635.0,7635.0,7635.0,7635.0,3331.0,3331.0,3331.0,3331.0,3331.0,11373.0,11373.0,11373.0,11373.0,11373.0,11373.0,11373.0,11373.0,11373.0,11373.0,11373.0,5497.0,5497.0,5497.0,5497.0,5497.0,5497.0,,7253.0,7253.0,2877.0,2877.0,6261.0,,3733.0,2899.0,2899.0,,6131.0,6131.0,6131.0,6131.0,12863.0,,5189.0,5189.0,5189.0,,2665.0,537.0,2663.0,11963.0,,,,8177.0,10055.0,10857.0,9451.0,1363.0,2173.0,611,679.0,3199.0,6499.0,1913.0,937.0
1827.0,1827.0,1827.0,1827.0,1827.0,1827.0,1827.0,1827.0,1827.0,1827.0,1827.0,1827.0,8139.0,8139.0,8139.0,8139.0,8139.0,8139.0,3555.0,3555.0,3555.0,3555.0,3555.0,11403.0,11403.0,11403.0,11403.0,11403.0,11403.0,11403.0,11403.0,11403.0,11403.0,11403.0,6073.0,6073.0,6073.0,6073.0,6073.0,6073.0,,7903.0,7903.0,3067.0,3067.0,6303.0,,3789.0,3085.0,3085.0,,6201.0,6201.0,6201.0,6201.0,,,6045.0,6045.0,6045.0,,2817.0,835.0,2763.0,11977.0,,,,8185.0,10641.0,11449.0,9789.0,1369.0,2231.0,617,681.0,3225.0,6605.0,1985.0,967.0
1835.0,1835.0,1835.0,1835.0,1835.0,1835.0,1835.0,1835.0,1835.0,1835.0,1835.0,1835.0,8453.0,8453.0,8453.0,8453.0,8453.0,8453.0,3721.0,3721.0,3721.0,3721.0,3721.0,11427.0,11427.0,11427.0,11427.0,11427.0,11427.0,11427.0,11427.0,11427.0,11427.0,11427.0,6089.0,6089.0,6089.0,6089.0,6089.0,6089.0,,9089.0,9089.0,3175.0,3175.0,7001.0,,4119.0,3265.0,3265.0,,6375.0,6375.0,6375.0,6375.0,,,6401.0,6401.0,6401.0,,3015.0,1005.0,3061.0,12271.0,,,,8675.0,10741.0,,12379.0,1415.0,2243.0,631,719.0,3689.0,6673.0,1997.0,983.0
1845.0,1845.0,1845.0,1845.0,1845.0,1845.0,1845.0,1845.0,1845.0,1845.0,1845.0,1845.0,8745.0,8745.0,8745.0,8745.0,8745.0,8745.0,3953.0,3953.0,3953.0,3953.0,3953.0,11519.0,11519.0,11519.0,11519.0,11519.0,11519.0,11519.0,11519.0,11519.0,11519.0,11519.0,6091.0,6091.0,6091.0,6091.0,6091.0,6091.0,,9613.0,9613.0,3925.0,3925.0,7093.0,,5729.0,4141.0,4141.0,,7079.0,7079.0,7079.0,7079.0,,,6691.0,6691.0,6691.0,,3231.0,1137.0,3093.0,12593.0,,,,9879.0,10759.0,,12927.0,1435.0,2245.0,635,755.0,3777.0,6863.0,2131.0,987.0
1909.0,1909.0,1909.0,1909.0,1909.0,1909.0,1909.0,1909.0,1909.0,1909.0,1909.0,1909.0,9009.0,9009.0,9009.0,9009.0,9009.0,9009.0,4135.0,4135.0,4135.0,4135.0,4135.0,11659.0,11659.0,11659.0,11659.0,11659.0,11659.0,11659.0,11659.0,11659.0,11659.0,11659.0,6361.0,6361.0,6361.0,6361.0,6361.0,6361.0,,10881.0,10881.0,4307.0,4307.0,7577.0,,6269.0,5127.0,5127.0,,7279.0,7279.0,7279.0,7279.0,,,7193.0,7193.0,7193.0,,3539.0,1437.0,3211.0,13133.0,,,,9897.0,10885.0,,,1465.0,2375.0,645,759.0,4087.0,7487.0,2301.0,1001.0
1975.0,1975.0,1975.0,1975.0,1975.0,1975.0,1975.0,1975.0,1975.0,1975.0,1975.0,1975.0,9061.0,9061.0,9061.0,9061.0,9061.0,9061.0,4161.0,4161.0,4161.0,4161.0,4161.0,12099.0,12099.0,12099.0,12099.0,12099.0,12099.0,12099.0,12099.0,12099.0,12099.0,12099.0,6391.0,6391.0,6391.0,6391.0,6391.0,6391.0,,11819.0,11819.0,4861.0,4861.0,8349.0,,9269.0,5223.0,5223.0,,8207.0,8207.0,8207.0,8207.0,,,7387.0,7387.0,7387.0,,3797.0,1583.0,3333.0,,,,,10021.0,11073.0,,,1531.0,2849.0,647,775.0,4169.0,7509.0,2309.0,1011.0
