1,1.1,1.1.3,1.1.3.2,1.2.2,2,2.2,2.2.1,3,3.1.1,3.1.2,4,4.3,4.3.4,4.3.4.2,4.3.4.2.1,4.9
G3274545A,,,,,,,,,,,,,,,,
G3280132A,,,,,,,,,,,,,,,,
A3293423G,,,,,,,,,,,,,,,,
C3295124T,,,,,,,,,,,,,,,,
G3299413A,,,,,,,,,,,,,,,,
A3326150G,,,,,,,,,,,,,,,,
G3328495C,,,,,,,,,,,,,,,,
G3365841A,,,,,,,,,,,,,,,,
G3401850A,,,,,,,,,,,,,,,,
G3406798A,,,,,,,,,,,,,,,,
C3407028T,,,,,,,,,,,,,,,,
C3424462T,,,,,,,,,,,,,,,,
C3427632T,,,,,,,,,,,,,,,,
C3442240A,,,,,,,,,,,,,,,,
A3447480C,,,,,,,,,,,,,,,,
C3453382T,,,,,,,,,,,,,,,,
G3460765C,,,,,,,,,,,,,,,,
C3474597A,,,,,,,,,,,,,,,,
C3497586G,,,,,,,,,,,,,,,,
C3530145A,,,,,,,,,,,,,,,,
G3536008T,,,,,,,,,,,,,,,,
G3557634A,,,,,,,,,,,,,,,,
C3597682T,,,,,,,,,,,,,,,,
A3647591G,,,,,,,,,,,,,,,,
C3661802T,,,,,,,,,,,,,,,,
G3670118T,,,,,,,,,,,,,,,,
G3671532C,,,,,,,,,,,,,,,,
G3672105C,,,,,,,,,,,,,,,,
G3678091A,,,,,,,,,,,,,,,,
G3683237T,,,,,,,,,,,,,,,,
T3683715G,,,,,,,,,,,,,,,,
C3704261A,,,,,,,,,,,,,,,,
C3770325T,,,,,,,,,,,,,,,,
G3774506A,,,,,,,,,,,,,,,,
A3793634G,,,,,,,,,,,,,,,,
G3830566A,,,,,,,,,,,,,,,,
A3851084G,,,,,,,,,,,,,,,,
G3864041A,,,,,,,,,,,,,,,,
G3876953A,,,,,,,,,,,,,,,,
C3899654A,,,,,,,,,,,,,,,,
G3913737A,,,,,,,,,,,,,,,,
G3920109T,,,,,,,,,,,,,,,,
C3921094T,,,,,,,,,,,,,,,,
G3974142A,,,,,,,,,,,,,,,,
G3984926A,,,,,,,,,,,,,,,,
C4003645T,,,,,,,,,,,,,,,,
C4014431T,,,,,,,,,,,,,,,,
G4022652A,,,,,,,,,,,,,,,,
G4026800C,,,,,,,,,,,,,,,,
A4040517G,,,,,,,,,,,,,,,,
C4069797T,,,,,,,,,,,,,,,,
G4077177A,,,,,,,,,,,,,,,,
G4081987C,,,,,,,,,,,,,,,,
G4081996C,,,,,,,,,,,,,,,,
T4083360G,,,,,,,,,,,,,,,,
G4085200C,,,,,,,,,,,,,,,,
G4093719A,,,,,,,,,,,,,,,,
G4096190A,,,,,,,,,,,,,,,,
C4106154T,,,,,,,,,,,,,,,,
G4115029A,,,,,,,,,,,,,,,,
T4126087G,,,,,,,,,,,,,,,,
G4133907A,,,,,,,,,,,,,,,,
C4155266G,,,,,,,,,,,,,,,,
G4163558C,,,,,,,,,,,,,,,,
G4187063A,,,,,,,,,,,,,,,,
G4201105A,,,,,,,,,,,,,,,,
A4241042G,,,,,,,,,,,,,,,,
C4245969T,,,,,,,,,,,,,,,,
C4276306T,,,,,,,,,,,,,,,,
C4280441A,,,,,,,,,,,,,,,,
G4281272A,,,,,,,,,,,,,,,,
G4296381T,,,,,,,,,,,,,,,,
A4303407C,,,,,,,,,,,,,,,,
C4307344G,,,,,,,,,,,,,,,,
G4314843A,,,,,,,,,,,,,,,,
T4344058C,,,,,,,,,,,,,,,,
G4357773A,,,,,,,,,,,,,,,,
C4357946T,,,,,,,,,,,,,,,,
A4390380G,,,,,,,,,,,,,,,,
G4398732A,,,,,,,,,,,,,,,,
A4401400G,,,,,,,,,,,,,,,,
G4410386T,,,,,,,,,,,,,,,,
