1,1.1,1.1.3,1.1.3.2,1.2.2,2,2.2,2.2.1,3,3.1.1,3.1.2,4,4.3,4.3.4,4.3.4.2,4.3.4.2.1,4.9
3201.0,3201.0,3201.0,3201,3201.0,,4995.0,4995.0,6399.0,6399.0,6399.0,,7613.0,7613.0,7613.0,7613.0,6116.0
3231.0,3231.0,3231.0,3231,3231.0,,5151.0,5151.0,6505.0,6505.0,6505.0,,7943.0,7943.0,7943.0,7943.0,7184.0
3281.0,3281.0,3281.0,3281,3281.0,,5399.0,5399.0,6543.0,6543.0,6543.0,,8127.0,8127.0,8127.0,8127.0,7428.0
3287.0,3287.0,3287.0,3287,3287.0,,5553.0,5553.0,6573.0,6573.0,6573.0,,8709.0,8709.0,8709.0,8709.0,8026.0
3297.0,3297.0,3297.0,3297,3297.0,,5943.0,5943.0,6617.0,6617.0,6617.0,,8793.0,8793.0,8793.0,8793.0,8184.0
3307.0,3307.0,3307.0,3307,3307.0,,5967.0,5967.0,6621.0,6621.0,6621.0,,8945.0,8945.0,8945.0,8945.0,8504.0
3311.0,3311.0,3311.0,3311,3311.0,,6011.0,6011.0,6629.0,6629.0,6629.0,,9231.0,9231.0,9231.0,9231.0,8910.0
3329.0,3329.0,3329.0,3329,3329.0,,6045.0,6045.0,6779.0,6779.0,6779.0,,9277.0,9277.0,9277.0,9277.0,8922.0
3335.0,3335.0,3335.0,3335,3335.0,,6307.0,6307.0,6863.0,6863.0,6863.0,,,1317.0,1317.0,1317.0,9178.0
3355.0,3355.0,3355.0,3355,3355.0,,6391.0,6391.0,6875.0,6875.0,6875.0,,,2287.0,2287.0,2287.0,9310.0
3365.0,3365.0,3365.0,3365,3365.0,,6741.0,6741.0,6907.0,6907.0,6907.0,,,2789.0,2789.0,2789.0,
3437.0,3437.0,3437.0,3437,3437.0,,6747.0,6747.0,6921.0,6921.0,6921.0,,,5433.0,5433.0,5433.0,
3459.0,3459.0,3459.0,3459,3459.0,,6847.0,6847.0,7015.0,7015.0,7015.0,,,5583.0,5583.0,5583.0,
3519.0,3519.0,3519.0,3519,3519.0,,6955.0,6955.0,7083.0,7083.0,7083.0,,,7637.0,7637.0,7637.0,
3591.0,3591.0,3591.0,3591,3591.0,,7195.0,7195.0,7097.0,7097.0,7097.0,,,,141.0,141.0,
3613.0,3613.0,3613.0,3613,3613.0,,7397.0,7397.0,7217.0,7217.0,7217.0,,,,761.0,761.0,
3633.0,3633.0,3633.0,3633,3633.0,,7599.0,7599.0,7231.0,7231.0,7231.0,,,,1471.0,1471.0,
3645.0,3645.0,3645.0,3645,3645.0,,7639.0,7639.0,7321.0,7321.0,7321.0,,,,1781.0,1781.0,
3797.0,3797.0,3797.0,3797,3797.0,,7689.0,7689.0,7377.0,7377.0,7377.0,,,,2183.0,2183.0,
3865.0,3865.0,3865.0,3865,3865.0,,7841.0,7841.0,7475.0,7475.0,7475.0,,,,2315.0,2315.0,
3867.0,3867.0,3867.0,3867,3867.0,,8487.0,8487.0,7565.0,7565.0,7565.0,,,,2485.0,2485.0,
3871.0,3871.0,3871.0,3871,3871.0,,8657.0,8657.0,7691.0,7691.0,7691.0,,,,2939.0,2939.0,
3873.0,3873.0,3873.0,3873,3873.0,,8673.0,8673.0,7711.0,7711.0,7711.0,,,,3601.0,3601.0,
3901.0,3901.0,3901.0,3901,3901.0,,8853.0,8853.0,7779.0,7779.0,7779.0,,,,3699.0,3699.0,
3915.0,3915.0,3915.0,3915,3915.0,,8863.0,8863.0,7887.0,7887.0,7887.0,,,,3701.0,3701.0,
3937.0,3937.0,3937.0,3937,3937.0,,9013.0,9013.0,8115.0,8115.0,8115.0,,,,4287.0,4287.0,
3969.0,3969.0,3969.0,3969,3969.0,,9331.0,9331.0,8215.0,8215.0,8215.0,,,,5023.0,5023.0,
3981.0,3981.0,3981.0,3981,3981.0,,,411.0,8353.0,8353.0,8353.0,,,,5187.0,5187.0,
4017.0,4017.0,4017.0,4017,4017.0,,,607.0,8449.0,8449.0,8449.0,,,,5297.0,5297.0,
4019.0,4019.0,4019.0,4019,4019.0,,,1249.0,8491.0,8491.0,8491.0,,,,6495.0,6495.0,
4057.0,4057.0,4057.0,4057,4057.0,,,1813.0,8615.0,8615.0,8615.0,,,,6647.0,6647.0,
4063.0,4063.0,4063.0,4063,4063.0,,,4061.0,8883.0,8883.0,8883.0,,,,6765.0,6765.0,
4087.0,4087.0,4087.0,4087,4087.0,,,4401.0,8959.0,8959.0,8959.0,,,,6999.0,6999.0,
4119.0,4119.0,4119.0,4119,4119.0,,,5105.0,8963.0,8963.0,8963.0,,,,7459.0,7459.0,
4159.0,4159.0,4159.0,4159,4159.0,,,6103.0,9005.0,9005.0,9005.0,,,,7471.0,7471.0,
4195.0,4195.0,4195.0,4195,4195.0,,,7261.0,9157.0,9157.0,9157.0,,,,7561.0,7561.0,
4197.0,4197.0,4197.0,4197,4197.0,,,7443.0,9177.0,9177.0,9177.0,,,,8475.0,8475.0,
4275.0,4275.0,4275.0,4275,4275.0,,,7659.0,9189.0,9189.0,9189.0,,,,9377.0,9377.0,
4297.0,4297.0,4297.0,4297,4297.0,,,8319.0,9255.0,9255.0,9255.0,,,,9505.0,9505.0,
4313.0,4313.0,4313.0,4313,4313.0,,,8777.0,9477.0,9477.0,9477.0,,,,,625.0,
4367.0,4367.0,4367.0,4367,4367.0,,,9211.0,,275.0,109.0,,,,,1283.0,
4411.0,4411.0,4411.0,4411,4411.0,,,,,2951.0,2193.0,,,,,2661.0,
4423.0,4423.0,4423.0,4423,4423.0,,,,,3213.0,4073.0,,,,,3637.0,
4431.0,4431.0,4431.0,4431,4431.0,,,,,3269.0,5917.0,,,,,5915.0,
4441.0,4441.0,4441.0,4441,4441.0,,,,,3337.0,7879.0,,,,,9097.0,
4445.0,4445.0,4445.0,4445,4445.0,,,,,3417.0,8699.0,,,,,9397.0,
4557.0,4557.0,4557.0,4557,4557.0,,,,,4279.0,,,,,,,
4613.0,4613.0,4613.0,4613,4613.0,,,,,5339.0,,,,,,,
4623.0,4623.0,4623.0,4623,4623.0,,,,,5949.0,,,,,,,
4811.0,4811.0,4811.0,4811,4811.0,,,,,6537.0,,,,,,,
4817.0,4817.0,4817.0,4817,4817.0,,,,,7847.0,,,,,,,
4983.0,4983.0,4983.0,4983,4983.0,,,,,8539.0,,,,,,,
5015.0,5015.0,5015.0,5015,5015.0,,,,,8813.0,,,,,,,
5129.0,5129.0,5129.0,5129,5129.0,,,,,,,,,,,,
5177.0,5177.0,5177.0,5177,5177.0,,,,,,,,,,,,
5215.0,5215.0,5215.0,5215,5215.0,,,,,,,,,,,,
5263.0,5263.0,5263.0,5263,5263.0,,,,,,,,,,,,
5309.0,5309.0,5309.0,5309,5309.0,,,,,,,,,,,,
5321.0,5321.0,5321.0,5321,5321.0,,,,,,,,,,,,
5325.0,5325.0,5325.0,5325,5325.0,,,,,,,,,,,,
5391.0,5391.0,5391.0,5391,5391.0,,,,,,,,,,,,
5407.0,5407.0,5407.0,5407,5407.0,,,,,,,,,,,,
5435.0,5435.0,5435.0,5435,5435.0,,,,,,,,,,,,
5439.0,5439.0,5439.0,5439,5439.0,,,,,,,,,,,,
5463.0,5463.0,5463.0,5463,5463.0,,,,,,,,,,,,
5487.0,5487.0,5487.0,5487,5487.0,,,,,,,,,,,,
5507.0,5507.0,5507.0,5507,5507.0,,,,,,,,,,,,
5525.0,5525.0,5525.0,5525,5525.0,,,,,,,,,,,,
5529.0,5529.0,5529.0,5529,5529.0,,,,,,,,,,,,
5533.0,5533.0,5533.0,5533,5533.0,,,,,,,,,,,,
5587.0,5587.0,5587.0,5587,5587.0,,,,,,,,,,,,
5595.0,5595.0,5595.0,5595,5595.0,,,,,,,,,,,,
5613.0,5613.0,5613.0,5613,5613.0,,,,,,,,,,,,
5757.0,5757.0,5757.0,5757,5757.0,,,,,,,,,,,,
5769.0,5769.0,5769.0,5769,5769.0,,,,,,,,,,,,
5791.0,5791.0,5791.0,5791,5791.0,,,,,,,,,,,,
5821.0,5821.0,5821.0,5821,5821.0,,,,,,,,,,,,
5851.0,5851.0,5851.0,5851,5851.0,,,,,,,,,,,,
5911.0,5911.0,5911.0,5911,5911.0,,,,,,,,,,,,
5927.0,5927.0,5927.0,5927,5927.0,,,,,,,,,,,,
5953.0,5953.0,5953.0,5953,5953.0,,,,,,,,,,,,
5973.0,5973.0,5973.0,5973,5973.0,,,,,,,,,,,,
5993.0,5993.0,5993.0,5993,5993.0,,,,,,,,,,,,
6005.0,6005.0,6005.0,6005,6005.0,,,,,,,,,,,,
6039.0,6039.0,6039.0,6039,6039.0,,,,,,,,,,,,
6067.0,6067.0,6067.0,6067,6067.0,,,,,,,,,,,,
6077.0,6077.0,6077.0,6077,6077.0,,,,,,,,,,,,
6097.0,6097.0,6097.0,6097,6097.0,,,,,,,,,,,,
6281.0,6281.0,6281.0,6281,6281.0,,,,,,,,,,,,
6291.0,6291.0,6291.0,6291,6291.0,,,,,,,,,,,,
6301.0,6301.0,6301.0,6301,6301.0,,,,,,,,,,,,
6337.0,6337.0,6337.0,6337,6337.0,,,,,,,,,,,,
6355.0,6355.0,6355.0,6355,6355.0,,,,,,,,,,,,
6377.0,6377.0,6377.0,6377,6377.0,,,,,,,,,,,,
6461.0,6461.0,6461.0,6461,6461.0,,,,,,,,,,,,
6465.0,6465.0,6465.0,6465,6465.0,,,,,,,,,,,,
6555.0,6555.0,6555.0,6555,6555.0,,,,,,,,,,,,
6657.0,6657.0,6657.0,6657,6657.0,,,,,,,,,,,,
6739.0,6739.0,6739.0,6739,6739.0,,,,,,,,,,,,
6781.0,6781.0,6781.0,6781,6781.0,,,,,,,,,,,,
6817.0,6817.0,6817.0,6817,6817.0,,,,,,,,,,,,
6827.0,6827.0,6827.0,6827,6827.0,,,,,,,,,,,,
6845.0,6845.0,6845.0,6845,6845.0,,,,,,,,,,,,
6853.0,6853.0,6853.0,6853,6853.0,,,,,,,,,,,,
6897.0,6897.0,6897.0,6897,6897.0,,,,,,,,,,,,
6903.0,6903.0,6903.0,6903,6903.0,,,,,,,,,,,,
6917.0,6917.0,6917.0,6917,6917.0,,,,,,,,,,,,
6933.0,6933.0,6933.0,6933,6933.0,,,,,,,,,,,,
6967.0,6967.0,6967.0,6967,6967.0,,,,,,,,,,,,
7021.0,7021.0,7021.0,7021,7021.0,,,,,,,,,,,,
7031.0,7031.0,7031.0,7031,7031.0,,,,,,,,,,,,
7051.0,7051.0,7051.0,7051,7051.0,,,,,,,,,,,,
7067.0,7067.0,7067.0,7067,7067.0,,,,,,,,,,,,
7071.0,7071.0,7071.0,7071,7071.0,,,,,,,,,,,,
7123.0,7123.0,7123.0,7123,7123.0,,,,,,,,,,,,
7127.0,7127.0,7127.0,7127,7127.0,,,,,,,,,,,,
7181.0,7181.0,7181.0,7181,7181.0,,,,,,,,,,,,
7237.0,7237.0,7237.0,7237,7237.0,,,,,,,,,,,,
7251.0,7251.0,7251.0,7251,7251.0,,,,,,,,,,,,
7253.0,7253.0,7253.0,7253,7253.0,,,,,,,,,,,,
7279.0,7279.0,7279.0,7279,7279.0,,,,,,,,,,,,
7289.0,7289.0,7289.0,7289,7289.0,,,,,,,,,,,,
7333.0,7333.0,7333.0,7333,7333.0,,,,,,,,,,,,
7343.0,7343.0,7343.0,7343,7343.0,,,,,,,,,,,,
7357.0,7357.0,7357.0,7357,7357.0,,,,,,,,,,,,
7379.0,7379.0,7379.0,7379,7379.0,,,,,,,,,,,,
7393.0,7393.0,7393.0,7393,7393.0,,,,,,,,,,,,
7441.0,7441.0,7441.0,7441,7441.0,,,,,,,,,,,,
7499.0,7499.0,7499.0,7499,7499.0,,,,,,,,,,,,
7513.0,7513.0,7513.0,7513,7513.0,,,,,,,,,,,,
7555.0,7555.0,7555.0,7555,7555.0,,,,,,,,,,,,
7617.0,7617.0,7617.0,7617,7617.0,,,,,,,,,,,,
7695.0,7695.0,7695.0,7695,7695.0,,,,,,,,,,,,
7721.0,7721.0,7721.0,7721,7721.0,,,,,,,,,,,,
7739.0,7739.0,7739.0,7739,7739.0,,,,,,,,,,,,
7741.0,7741.0,7741.0,7741,7741.0,,,,,,,,,,,,
7743.0,7743.0,7743.0,7743,7743.0,,,,,,,,,,,,
7753.0,7753.0,7753.0,7753,7753.0,,,,,,,,,,,,
7771.0,7771.0,7771.0,7771,7771.0,,,,,,,,,,,,
