1,1.1,1.1.3,1.1.3.2,1.2.2,2,2.2,2.2.1,3,3.1.1,3.1.2,4,4.3,4.3.4,4.3.4.2,4.3.4.2.1,4.9
C812502T,C812502T,C812502T,C812502T,C812502T,A4167656G,A4167656G,A4167656G,G1495836A,G1495836A,G1495836A,A3010420A,A3010420A,A3010420A,A3010420A,A3010420A,A3010420A
T819213C,T819213C,T819213C,T819213C,T819213C,G4182387C,G4182387C,G4182387C,C1650406A,C1650406A,C1650406A,A3031168A,A3031168A,A3031168A,A3031168A,A3031168A,A3031168A
A850985G,A850985G,A850985G,A850985G,A850985G,A4205325G,A4205325G,A4205325G,A1676880G,A1676880G,A1676880G,A3104189A,A3104189A,A3104189A,A3104189A,A3104189A,A3104189A
C865761T,C865761T,C865761T,C865761T,C865761T,G4254431A,G4254431A,G4254431A,C1748439T,C1748439T,C1748439T,A3174496A,A3174496A,A3174496A,A3174496A,A3174496A,A3174496A
A895082G,A895082G,A895082G,A895082G,A895082G,T4267647C,T4267647C,T4267647C,C1764225T,C1764225T,C1764225T,C3180988C,C3180988C,C3180988C,C3180988C,C3180988C,C3180988C
C895120T,C895120T,C895120T,C895120T,C895120T,C4290135T,C4290135T,C4290135T,C1802047G,C1802047G,C1802047G,A3189242A,A3189242A,A3189242A,A3189242A,A3189242A,A3189242A
C910015A,C910015A,C910015A,C910015A,C910015A,G4301075C,G4301075C,G4301075C,C1818286T,C1818286T,C1818286T,A3326554A,A3326554A,A3326554A,A3326554A,A3326554A,A3326554A
C952597T,C952597T,C952597T,C952597T,C952597T,G4308395A,G4308395A,G4308395A,C1827468A,C1827468A,C1827468A,G3335708G,G3335708G,G3335708G,G3335708G,G3335708G,G3335708G
C987601T,C987601T,C987601T,C987601T,C987601T,T4362568G,T4362568G,T4362568G,C1833025T,C1833025T,C1833025T,A3420825A,A3420825A,A3420825A,A3420825A,A3420825A,A3420825A
G996219A,G996219A,G996219A,G996219A,G996219A,,C16119A,C16119A,G1908598A,G1908598A,G1908598A,C3467465C,C3467465C,C3467465C,C3467465C,C3467465C,C3467465C
T1002342C,T1002342C,T1002342C,T1002342C,T1002342C,,C123454T,C123454T,G1925136A,G1925136A,G1925136A,C3530955C,C3530955C,C3530955C,C3530955C,C3530955C,C3530955C
C1009490T,C1009490T,C1009490T,C1009490T,C1009490T,,G139297T,G139297T,T1926029C,T1926029C,T1926029C,G3638093G,G3638093G,G3638093G,G3638093G,G3638093G,G3638093G
G1022613A,G1022613A,G1022613A,G1022613A,G1022613A,,C195682G,C195682G,G1977646A,G1977646A,G1977646A,A3681548A,A3681548A,A3681548A,A3681548A,A3681548A,A3681548A
A1029997G,A1029997G,A1029997G,A1029997G,A1029997G,,C213147A,C213147A,C2003252T,C2003252T,C2003252T,A3690016A,A3690016A,A3690016A,A3690016A,A3690016A,A3690016A
T1032524C,T1032524C,T1032524C,T1032524C,T1032524C,,C213281T,C213281T,G2011568C,G2011568C,G2011568C,A3830695A,A3830695A,A3830695A,A3830695A,A3830695A,A3830695A
C1043136T,C1043136T,C1043136T,C1043136T,C1043136T,,G222925A,G222925A,C2034676T,C2034676T,C2034676T,G3909235G,G3909235G,G3909235G,G3909235G,G3909235G,G3909235G
G1048102A,G1048102A,G1048102A,G1048102A,G1048102A,,G267751C,G267751C,C2087652T,C2087652T,C2087652T,G3984321G,G3984321G,G3984321G,G3984321G,G3984321G,G3984321G
T1061386C,T1061386C,T1061386C,T1061386C,T1061386C,,G270430C,G270430C,C2186236T,C2186236T,C2186236T,G4005114G,G4005114G,G4005114G,G4005114G,G4005114G,G4005114G
A1066038G,A1066038G,A1066038G,A1066038G,A1066038G,,G305188T,G305188T,G2275764A,G2275764A,G2275764A,A4008747A,A4008747A,A4008747A,A4008747A,A4008747A,A4008747A
A1072342G,A1072342G,A1072342G,A1072342G,A1072342G,,G363464A,G363464A,T2284456G,T2284456G,T2284456G,T4089058T,T4089058T,T4089058T,T4089058T,T4089058T,T4089058T
A1083755G,A1083755G,A1083755G,A1083755G,A1083755G,,G379528T,G379528T,G2285558A,G2285558A,G2285558A,T4095295T,T4095295T,T4095295T,T4095295T,T4095295T,T4095295T
C1086648A,C1086648A,C1086648A,C1086648A,C1086648A,,C465300T,C465300T,G2309203A,G2309203A,G2309203A,T4107074T,T4107074T,T4107074T,T4107074T,T4107074T,T4107074T
T1111518C,T1111518C,T1111518C,T1111518C,T1111518C,,A583171C,A583171C,T2325320C,T2325320C,T2325320C,T4112429T,T4112429T,T4112429T,T4112429T,T4112429T,T4112429T
C1117405T,C1117405T,C1117405T,C1117405T,C1117405T,,T721373G,T721373G,T2335080C,T2335080C,T2335080C,G4215484G,G4215484G,G4215484G,G4215484G,G4215484G,G4215484G
C1119739T,C1119739T,C1119739T,C1119739T,C1119739T,,T738522G,T738522G,C2346929T,C2346929T,C2346929T,G4251297G,G4251297G,G4251297G,G4251297G,G4251297G,G4251297G
G1121071A,G1121071A,G1121071A,G1121071A,G1121071A,,A799666G,A799666G,G2348708A,G2348708A,G2348708A,C4313128C,C4313128C,C4313128C,C4313128C,C4313128C,C4313128C
G1139222A,G1139222A,G1139222A,G1139222A,G1139222A,,G866051A,G866051A,C2449826G,C2449826G,C2449826G,T4407588T,T4407588T,T4407588T,T4407588T,T4407588T,T4407588T
C1155700T,C1155700T,C1155700T,C1155700T,C1155700T,,C892416T,C892416T,G2452452A,G2452452A,G2452452A,,G14251A,G14251A,G14251A,G14251A,A62049A
G1157771C,G1157771C,G1157771C,G1157771C,G1157771C,,A919351C,A919351C,T2472029G,T2472029G,T2472029G,,G162581A,G162581A,G162581A,G162581A,G75940G
T1199019C,T1199019C,T1199019C,T1199019C,T1199019C,,T996205C,T996205C,T2516271C,T2516271C,T2516271C,,C534691T,C534691T,C534691T,C534691T,T206339T
A1228116G,A1228116G,A1228116G,A1228116G,A1228116G,,A1071966G,A1071966G,C2536312T,C2536312T,C2536312T,,T563420C,T563420C,T563420C,T563420C,T227098T
G1237403A,G1237403A,G1237403A,G1237403A,G1237403A,,A1145848C,A1145848C,G2591172A,G2591172A,G2591172A,,G709226A,G709226A,G709226A,G709226A,T261869T
C1314617T,C1314617T,C1314617T,C1314617T,C1314617T,,A1285001C,A1285001C,G2656635A,G2656635A,G2656635A,,A752343G,A752343G,A752343G,A752343G,G311613G
G1320508A,G1320508A,G1320508A,G1320508A,G1320508A,,G1288698A,G1288698A,G2661039A,G2661039A,G2661039A,,C764995G,C764995G,C764995G,C764995G,A384380A
C1320614G,C1320614G,C1320614G,C1320614G,C1320614G,,A1322741G,A1322741G,C2688700T,C2688700T,C2688700T,,G773809A,G773809A,G773809A,G773809A,A420008A
C1356648T,C1356648T,C1356648T,C1356648T,C1356648T,,C1541798T,C1541798T,T2700222C,T2700222C,T2700222C,,G796509T,G796509T,G796509T,G796509T,A541201A
C1369389T,C1369389T,C1369389T,C1369389T,C1369389T,,G1594906A,G1594906A,C2712328T,C2712328T,C2712328T,,G1107917T,G1107917T,G1107917T,G1107917T,T903913T
G1369735A,G1369735A,G1369735A,G1369735A,G1369735A,,C1620181G,C1620181G,G2738221A,G2738221A,G2738221A,,A1142266C,A1142266C,A1142266C,A1142266C,G979704G
C1374578T,C1374578T,C1374578T,C1374578T,C1374578T,,G1647436A,G1647436A,G2782498A,G2782498A,G2782498A,,G1199547A,G1199547A,G1199547A,G1199547A,A993346A
T1374639A,T1374639A,T1374639A,T1374639A,T1374639A,,A1688064G,A1688064G,C2798595T,C2798595T,C2798595T,,C1452071A,C1452071A,C1452071A,C1452071A,T1396922T
G1387211A,G1387211A,G1387211A,G1387211A,G1387211A,,G1695037A,G1695037A,G2817747A,G2817747A,G2817747A,,A1740771C,A1740771C,A1740771C,A1740771C,G1759252G
C1389866T,C1389866T,C1389866T,C1389866T,C1389866T,,C1849051T,C1849051T,A2895473G,A2895473G,A2895473G,,G1947903T,G1947903T,G1947903T,G1947903T,G1907296G
C1397215G,C1397215G,C1397215G,C1397215G,C1397215G,,T1885385G,T1885385G,G2903050A,G2903050A,G2903050A,,C2053682T,C2053682T,C2053682T,C2053682T,T2022868T
C1417019T,C1417019T,C1417019T,C1417019T,C1417019T,,A2112832C,A2112832C,C2910852G,C2910852G,C2910852G,,C2503625T,C2503625T,C2503625T,C2503625T,T2269780T
G1417793A,G1417793A,G1417793A,G1417793A,G1417793A,,C2177366T,C2177366T,G2941179A,G2941179A,G2941179A,,C2736434A,C2736434A,C2736434A,C2736434A,C2285251C
C1443354T,C1443354T,C1443354T,C1443354T,C1443354T,,C2202500T,C2202500T,G2958693A,G2958693A,G2958693A,,G3101119T,G3101119T,G3101119T,G3101119T,T2779136T
G1514010T,G1514010T,G1514010T,G1514010T,G1514010T,,C2315386A,C2315386A,G2964594A,G2964594A,G2964594A,,C3594124T,C3594124T,C3594124T,C3594124T,C2830525C
G1534548A,G1534548A,G1534548A,G1534548A,G1534548A,,A2354791G,A2354791G,G3010014A,G3010014A,G3010014A,,C3776706T,C3776706T,C3776706T,C3776706T,G3367765G
G1560912A,G1560912A,G1560912A,G1560912A,G1560912A,,G2505085A,G2505085A,C3027548T,C3027548T,C3027548T,,T3873392G,T3873392G,T3873392G,T3873392G,A3486977A
C1568178T,C1568178T,C1568178T,C1568178T,C1568178T,,G2581052A,G2581052A,C3043700T,C3043700T,C3043700T,,G4135112A,G4135112A,G4135112A,G4135112A,A3823159A
A1575793G,A1575793G,A1575793G,A1575793G,A1575793G,,A2738274C,A2738274C,C3069566T,C3069566T,C3069566T,,A4163944G,A4163944G,A4163944G,A4163944G,A3898408A
G1580181A,G1580181A,G1580181A,G1580181A,G1580181A,,G2752122C,G2752122C,A3072285C,A3072285C,A3072285C,,G4220174A,G4220174A,G4220174A,G4220174A,G4055801G
C1581377T,C1581377T,C1581377T,C1581377T,C1581377T,,C2775361T,C2775361T,C3076172T,C3076172T,C3076172T,,T4315384C,T4315384C,T4315384C,T4315384C,A4204441A
C1589739T,C1589739T,C1589739T,C1589739T,C1589739T,,C2793810A,C2793810A,G3165807A,G3165807A,G3165807A,,T4340330G,T4340330G,T4340330G,T4340330G,A4210274A
C1590555T,C1590555T,C1590555T,C1590555T,C1590555T,,G2903439A,G2903439A,G3208600A,G3208600A,G3208600A,,,G571943A,G571943A,G571943A,T4302036T
C1601528T,C1601528T,C1601528T,C1601528T,C1601528T,,A2955957C,A2955957C,C3212723A,C3212723A,C3212723A,,,T1037355C,T1037355C,T1037355C,G4356110G
A1604290T,A1604290T,A1604290T,A1604290T,A1604290T,,G3137736T,G3137736T,G3236442A,G3236442A,G3236442A,,,G1297327A,G1297327A,G1297327A,
G1647830A,G1647830A,G1647830A,G1647830A,G1647830A,,C3144623T,C3144623T,T3244113C,T3244113C,T3244113C,,,G2527676A,G2527676A,G2527676A,
T1659902C,T1659902C,T1659902C,T1659902C,T1659902C,,C3200282T,C3200282T,C3273107A,C3273107A,C3273107A,,,C2599821A,C2599821A,C2599821A,
T1691520G,T1691520G,T1691520G,T1691520G,T1691520G,,T3249025G,T3249025G,G3306441A,G3306441A,G3306441A,,,C3612009T,C3612009T,C3612009T,
C1721490G,C1721490G,C1721490G,C1721490G,C1721490G,,A3375165C,A3375165C,C3312620A,C3312620A,C3312620A,,,,C40162T,C40162T,
A1731563T,A1731563T,A1731563T,A1731563T,A1731563T,,A3477942G,A3477942G,C3385218T,C3385218T,C3385218T,,,,G282188A,G282188A,
A1739390G,A1739390G,A1739390G,A1739390G,A1739390G,,G3587446A,G3587446A,C3393640T,C3393640T,C3393640T,,,,G632330T,G632330T,
T1745446A,T1745446A,T1745446A,T1745446A,T1745446A,,T3612813C,T3612813C,G3437007C,G3437007C,G3437007C,,,,G784440T,G784440T,
T1791823C,T1791823C,T1791823C,T1791823C,T1791823C,,A3643985C,A3643985C,G3459081C,G3459081C,G3459081C,,,,T990533C,T990533C,
C1826343T,C1826343T,C1826343T,C1826343T,C1826343T,,A3704770G,A3704770G,C3515467T,C3515467T,C3515467T,,,,C1055049T,C1055049T,
G1826624A,G1826624A,G1826624A,G1826624A,G1826624A,,G4050811A,G4050811A,G3562338T,G3562338T,G3562338T,,,,C1132368T,C1132368T,
C1827553G,C1827553G,C1827553G,C1827553G,C1827553G,,G4115890C,G4115890C,C3645524T,C3645524T,C3645524T,,,,G1373170C,G1373170C,
C1829576T,C1829576T,C1829576T,C1829576T,C1829576T,,G4120390C,G4120390C,C3656206A,C3656206A,C3656206A,,,,G1724120A,G1724120A,
G1839329A,G1839329A,G1839329A,G1839329A,G1839329A,,G4186678A,G4186678A,T3685510C,T3685510C,T3685510C,,,,C1769099A,C1769099A,
C1848147A,C1848147A,C1848147A,C1848147A,C1848147A,,G4189210T,G4189210T,C3729342T,C3729342T,C3729342T,,,,G1771320A,G1771320A,
C1853974T,C1853974T,C1853974T,C1853974T,C1853974T,,C4243460T,C4243460T,T3869355C,T3869355C,T3869355C,,,,A2019942G,A2019942G,
G1873954T,G1873954T,G1873954T,G1873954T,G1873954T,,C4359653T,C4359653T,T3918649C,T3918649C,T3918649C,,,,C2327492T,C2327492T,
T1876739G,T1876739G,T1876739G,T1876739G,T1876739G,,,C135329T,A3994101G,A3994101G,A3994101G,,,,C2385695T,C2385695T,
C1886263G,C1886263G,C1886263G,C1886263G,C1886263G,,,C215977T,A4033711G,A4033711G,A4033711G,,,,G2443188A,G2443188A,
G1887284A,G1887284A,G1887284A,G1887284A,G1887284A,,,C533547G,T4052349G,T4052349G,T4052349G,,,,A3006767C,A3006767C,
G1902156A,G1902156A,G1902156A,G1902156A,G1902156A,,,C797736T,C4096636T,C4096636T,C4096636T,,,,G3089679A,G3089679A,
C1907177T,C1907177T,C1907177T,C1907177T,C1907177T,,,A1906078G,C4195799A,C4195799A,C4195799A,,,,G3158935C,G3158935C,
G1923985A,G1923985A,G1923985A,G1923985A,G1923985A,,,C2078246G,C4222131T,C4222131T,C4222131T,,,,A3267743G,A3267743G,
G1940307T,G1940307T,G1940307T,G1940307T,G1940307T,,,T2344499G,C4226275T,C4226275T,C4226275T,,,,C3504930T,C3504930T,
T1956930G,T1956930G,T1956930G,T1956930G,T1956930G,,,T2825581G,G4242075A,G4242075A,G4242075A,,,,G3514512C,G3514512C,
G1978807T,G1978807T,G1978807T,G1978807T,G1978807T,,,T3412611C,G4292941A,G4292941A,G4292941A,,,,G3561155A,G3561155A,
C1979026T,C1979026T,C1979026T,C1979026T,C1979026T,,,C3498198T,T4301870C,T4301870C,T4301870C,,,,G4043365T,G4043365T,
G2013943C,G2013943C,G2013943C,G2013943C,G2013943C,,,G3626562A,G4305243A,G4305243A,G4305243A,,,,C4373475G,C4373475G,
G2023211T,G2023211T,G2023211T,G2023211T,G2023211T,,,G3976595T,G4328492A,G4328492A,G4328492A,,,,A4403900G,A4403900G,
G2035937A,G2035937A,G2035937A,G2035937A,G2035937A,,,C4158493T,C4396495A,C4396495A,C4396495A,,,,,T225495C,
T2066471C,T2066471C,T2066471C,T2066471C,T2066471C,,,C4311664T,,T85985C,C34605A,,,,,A550573C,
T2083124C,T2083124C,T2083124C,T2083124C,T2083124C,,,,,T1378725C,G993016A,,,,,C1239078A,
G2090306A,G2090306A,G2090306A,G2090306A,G2090306A,,,,,A1523575G,C1914217A,,,,,G1740535A,
G2092391T,G2092391T,G2092391T,G2092391T,G2092391T,,,,,T1556430G,C2729454T,,,,,C2729453A,
C2096094T,C2096094T,C2096094T,C2096094T,C2096094T,,,,,G1591545T,G3722702C,,,,,A4273842C,
A2096430C,A2096430C,A2096430C,A2096430C,A2096430C,,,,,C1639226T,C4132949T,,,,,T4380236G,
G2138767C,G2138767C,G2138767C,G2138767C,G2138767C,,,,,G2017026A,,,,,,,
G2177968T,G2177968T,G2177968T,G2177968T,G2177968T,,,,,A2467098C,,,,,,,
G2185358A,G2185358A,G2185358A,G2185358A,G2185358A,,,,,G2744388A,,,,,,,
A2249035G,A2249035G,A2249035G,A2249035G,A2249035G,,,,,G3023684A,,,,,,,
G2255942T,G2255942T,G2255942T,G2255942T,G2255942T,,,,,G3706260C,,,,,,,
G2309356A,G2309356A,G2309356A,G2309356A,G2309356A,,,,,G4065300T,,,,,,,
G2321358C,G2321358C,G2321358C,G2321358C,G2321358C,,,,,C4171479G,,,,,,,
G2348482T,G2348482T,G2348482T,G2348482T,G2348482T,,,,,,,,,,,,
G2374442A,G2374442A,G2374442A,G2374442A,G2374442A,,,,,,,,,,,,
C2397760G,C2397760G,C2397760G,C2397760G,C2397760G,,,,,,,,,,,,
A2425097C,A2425097C,A2425097C,A2425097C,A2425097C,,,,,,,,,,,,
G2448288A,G2448288A,G2448288A,G2448288A,G2448288A,,,,,,,,,,,,
G2450045A,G2450045A,G2450045A,G2450045A,G2450045A,,,,,,,,,,,,
C2451081G,C2451081G,C2451081G,C2451081G,C2451081G,,,,,,,,,,,,
C2503549A,C2503549A,C2503549A,C2503549A,C2503549A,,,,,,,,,,,,
C2509181G,C2509181G,C2509181G,C2509181G,C2509181G,,,,,,,,,,,,
G2528931A,G2528931A,G2528931A,G2528931A,G2528931A,,,,,,,,,,,,
G2530434T,G2530434T,G2530434T,G2530434T,G2530434T,,,,,,,,,,,,
G2538793A,G2538793A,G2538793A,G2538793A,G2538793A,,,,,,,,,,,,
T2544979A,T2544979A,T2544979A,T2544979A,T2544979A,,,,,,,,,,,,
C2553682T,C2553682T,C2553682T,C2553682T,C2553682T,,,,,,,,,,,,
A2569593G,A2569593G,A2569593G,A2569593G,A2569593G,,,,,,,,,,,,
G2573434T,G2573434T,G2573434T,G2573434T,G2573434T,,,,,,,,,,,,
C2574598T,C2574598T,C2574598T,C2574598T,C2574598T,,,,,,,,,,,,
G2602575A,G2602575A,G2602575A,G2602575A,G2602575A,,,,,,,,,,,,
A2611704C,A2611704C,A2611704C,A2611704C,A2611704C,,,,,,,,,,,,
C2622508T,C2622508T,C2622508T,C2622508T,C2622508T,,,,,,,,,,,,
G2643653A,G2643653A,G2643653A,G2643653A,G2643653A,,,,,,,,,,,,
C2652908G,C2652908G,C2652908G,C2652908G,C2652908G,,,,,,,,,,,,
