1,1.1,1.1.1,1.1.1.1,1.1.2,1.1.3,1.1.3.1,1.1.3.2,1.1.3.3,1.2.1,1.2.2,1.2.2.1,2,2.1,2.2,2.2.1,2.2.1.1,2.2.2,3,3.1.1,3.1.2,3.1.2.1,3.1.2.2,4.1,4.1.1,4.1.1.1,4.1.1.2,4.1.1.3,4.1.1.3.1,4.1.2,4.1.2.1,4.1.2.1.1,4.1.3,4.1.4,4.2,4.2.1,4.2.1.1,4.2.2,4.2.2.1,4.2.2.2,4.3,4.3.1,4.3.1.1,4.3.2,4.3.2.1,4.3.3,4.3.4,4.3.4.1,4.3.4.2,4.3.4.2.1,4.4,4.4.1,4.4.1.1,4.4.1.1.1,4.4.1.2,4.5,4.6,4.6.1,4.6.1.1,4.6.1.2,4.6.2,4.6.2.1,4.6.2.2,4.6.3,4.6.4,4.6.5,4.7,4.8,4.8.1,4.8.2,4.8.3,4.9.1,5,6,7,8,9,bov,cap,oryg
781.0,10529.0,3199.0,4423.0,1459.0,2201.0,1735.0,1045.0,3815.0,2709.0,2719.0,4273.0,1789.0,1261.0,2035.0,,,2789.0,941.0,9221.0,,,2331.0,3771.0,5413.0,2851.0,2061.0,2793.0,3211.0,7877.0,5605.0,2749.0,1165.0,2091.0,1499.0,6997.0,3855.0,7573.0,7795.0,5399.0,6825.0,5297.0,3591.0,2489.0,2921.0,5217.0,,8087.0,4465.0,,7059.0,5955.0,8309.0,2927.0,1821.0,5261.0,,1509.0,6045.0,3789.0,8211.0,3227.0,1389.0,847.0,5641.0,,,,3745.0,2889.0,3737.0,2727.0,269.0,1127.0,213,267.0,1103.0,1863.0,503.0,219.0
839.0,10657.0,3549.0,4757.0,1733.0,2869.0,1893.0,1169.0,4461.0,2769.0,3037.0,4365.0,2059.0,1313.0,2165.0,,,3007.0,995.0,10047.0,,,3135.0,5095.0,6523.0,3369.0,2419.0,3123.0,3385.0,,5833.0,3091.0,1179.0,2403.0,1895.0,7213.0,3931.0,7697.0,8117.0,5407.0,7761.0,6095.0,3631.0,2491.0,3105.0,5341.0,,,5923.0,,7171.0,6121.0,10819.0,3089.0,2207.0,5299.0,,1595.0,7595.0,4317.0,8627.0,3231.0,1405.0,905.0,5911.0,,,,3753.0,3071.0,3837.0,2965.0,305.0,1143.0,255,281.0,1131.0,1881.0,535.0,243.0
923.0,10899.0,4459.0,4979.0,1811.0,3305.0,2455.0,1173.0,4965.0,2845.0,3083.0,4477.0,2477.0,1343.0,2301.0,,,3047.0,1123.0,,,,3181.0,5133.0,6869.0,3603.0,2543.0,3155.0,3547.0,,6277.0,3429.0,1309.0,2803.0,1939.0,8111.0,4187.0,8413.0,8953.0,6145.0,7963.0,6651.0,4373.0,2661.0,3381.0,5379.0,,,6069.0,,7361.0,6901.0,,3115.0,2675.0,5477.0,,1737.0,8451.0,4377.0,9719.0,3629.0,1599.0,1215.0,6649.0,,,,3929.0,3657.0,4061.0,3435.0,325.0,1263.0,259,283.0,1207.0,1963.0,593.0,375.0
947.0,11017.0,4845.0,5875.0,2015.0,3763.0,2501.0,1229.0,5777.0,3345.0,3467.0,4577.0,2969.0,1411.0,2397.0,,,3161.0,1125.0,,,,3363.0,5573.0,7365.0,4135.0,2551.0,3925.0,3733.0,,7179.0,3495.0,1757.0,3027.0,1947.0,8611.0,4207.0,,9207.0,7335.0,8983.0,7631.0,4899.0,2763.0,3443.0,5883.0,,,6203.0,,7633.0,7275.0,,3613.0,2681.0,5639.0,,2147.0,8915.0,4433.0,10075.0,3999.0,1723.0,1525.0,6865.0,,,,4051.0,3659.0,4215.0,3987.0,457.0,1267.0,273,287.0,1363.0,1973.0,657.0,401.0
987.0,,5183.0,5915.0,2141.0,4297.0,2691.0,1247.0,5925.0,3463.0,4241.0,5141.0,3061.0,1465.0,2715.0,,,3817.0,1157.0,,,,3541.0,5637.0,7535.0,4663.0,2587.0,4165.0,3851.0,,7255.0,3569.0,1859.0,3233.0,2019.0,8819.0,4367.0,,10947.0,7859.0,9367.0,8057.0,5169.0,3299.0,3667.0,5969.0,,,7547.0,,7925.0,7875.0,,3811.0,3553.0,6205.0,,2175.0,9189.0,4449.0,10601.0,4039.0,2137.0,1583.0,6881.0,,,,4293.0,4211.0,4821.0,4121.0,463.0,1271.0,277,297.0,1517.0,2171.0,723.0,487.0
999.0,,5219.0,5931.0,2723.0,4361.0,2891.0,1249.0,5993.0,3731.0,4545.0,5531.0,4015.0,1635.0,2877.0,,,3979.0,1339.0,,,,3555.0,5675.0,7571.0,5159.0,2595.0,4691.0,4155.0,,7297.0,3647.0,1929.0,3551.0,2457.0,8923.0,4479.0,,10973.0,8471.0,10225.0,9181.0,5311.0,3635.0,4049.0,6369.0,,,7739.0,,8479.0,8441.0,,4667.0,3985.0,6547.0,,2485.0,10073.0,6211.0,10749.0,4133.0,2217.0,1767.0,7237.0,,,,4785.0,4453.0,5567.0,4175.0,475.0,1277.0,279,303.0,1633.0,2387.0,807.0,497.0
1041.0,,6913.0,6105.0,3045.0,4933.0,3165.0,1367.0,6605.0,3945.0,4951.0,6281.0,4161.0,1643.0,3291.0,,,4421.0,1345.0,,,,3847.0,5909.0,7931.0,6917.0,2809.0,5103.0,4575.0,,7559.0,3681.0,2031.0,3759.0,3559.0,9107.0,4921.0,,,8725.0,10301.0,9823.0,6241.0,4127.0,4537.0,7023.0,,,7905.0,,9015.0,8553.0,,4865.0,4257.0,6987.0,,3029.0,,6321.0,,4771.0,2575.0,1885.0,7327.0,,,,5449.0,4471.0,6937.0,4721.0,495.0,1317.0,311,319.0,1753.0,2887.0,841.0,505.0
1047.0,,7285.0,6135.0,3273.0,6521.0,3749.0,1577.0,6829.0,4217.0,5157.0,6355.0,4185.0,1697.0,3361.0,,,4445.0,1403.0,,,,4013.0,6509.0,8317.0,7065.0,2815.0,5165.0,4749.0,,8933.0,3833.0,2045.0,3785.0,3641.0,9741.0,5547.0,,,9199.0,10815.0,9957.0,6499.0,4533.0,4679.0,7683.0,,,8133.0,,9877.0,8589.0,,4983.0,4269.0,7173.0,,3371.0,,6489.0,,5291.0,3059.0,1909.0,7663.0,,,,5559.0,5211.0,7323.0,4759.0,533.0,1325.0,331,373.0,1787.0,3113.0,997.0,507.0
1079.0,,7575.0,6273.0,3459.0,6525.0,3801.0,1605.0,6841.0,4335.0,5315.0,6443.0,4249.0,1829.0,3881.0,,,4863.0,1563.0,,,,4173.0,6585.0,8999.0,7253.0,3051.0,5251.0,4809.0,,8967.0,3947.0,2409.0,4079.0,3645.0,10413.0,6311.0,,,9559.0,,10709.0,6575.0,4557.0,5147.0,8121.0,,,8761.0,,10033.0,8941.0,,5117.0,4355.0,7781.0,,3691.0,,7003.0,,5395.0,3077.0,1991.0,7953.0,,,,5903.0,6123.0,7387.0,4877.0,603.0,1349.0,339,383.0,1835.0,3499.0,1021.0,509.0
1111.0,,8027.0,6293.0,3545.0,7231.0,4069.0,1705.0,7523.0,4925.0,5495.0,6543.0,4617.0,1905.0,4053.0,,,5369.0,1601.0,,,,4625.0,6707.0,10401.0,7687.0,3205.0,6137.0,5121.0,,9197.0,4191.0,2423.0,4093.0,3697.0,,6801.0,,,10691.0,,,6705.0,4629.0,6031.0,8487.0,,,8913.0,,10181.0,9141.0,,5321.0,4447.0,8311.0,,4063.0,,8271.0,,5575.0,3271.0,2025.0,9223.0,,,,6473.0,7267.0,8337.0,5083.0,677.0,1353.0,347,387.0,1945.0,3593.0,1077.0,551.0
1155.0,,8267.0,6405.0,4009.0,7833.0,4559.0,1761.0,8281.0,5597.0,5735.0,6677.0,4707.0,1927.0,4113.0,,,5371.0,2043.0,,,,4681.0,6981.0,10489.0,7759.0,3281.0,6239.0,5571.0,,9809.0,4309.0,2513.0,4635.0,3993.0,,7199.0,,,10937.0,,,6895.0,4723.0,6059.0,9095.0,,,9953.0,,10237.0,9855.0,,5419.0,4543.0,8829.0,,4407.0,,8489.0,,6723.0,3439.0,2117.0,9749.0,,,,6501.0,7309.0,8527.0,5283.0,693.0,1355.0,379,415.0,1967.0,3701.0,1083.0,559.0
1185.0,,9069.0,6693.0,4057.0,8089.0,4993.0,1809.0,8327.0,5709.0,5933.0,6905.0,4911.0,2011.0,4169.0,,,5469.0,2401.0,,,,4939.0,7281.0,10717.0,8445.0,3285.0,6375.0,5705.0,,10125.0,4709.0,2893.0,4853.0,4005.0,,7329.0,,,,,,8331.0,5465.0,6249.0,9811.0,,,10915.0,,10723.0,9905.0,,5971.0,4549.0,9017.0,,4425.0,,8641.0,,6933.0,3487.0,2317.0,9963.0,,,,6875.0,8449.0,9161.0,5921.0,751.0,1427.0,385,425.0,1971.0,3779.0,1211.0,579.0
1205.0,,9131.0,6741.0,4611.0,8101.0,5207.0,1813.0,9849.0,5723.0,5939.0,7055.0,4981.0,2049.0,4267.0,,,6551.0,2461.0,,,,5229.0,7543.0,,8593.0,3321.0,6595.0,6831.0,,10509.0,4843.0,2895.0,4867.0,4223.0,,7965.0,,,,,,8357.0,5499.0,6271.0,10881.0,,,11015.0,,,10061.0,,6289.0,4789.0,9229.0,,5143.0,,9697.0,,7251.0,3615.0,2385.0,9977.0,,,,6883.0,8961.0,9593.0,6129.0,869.0,1503.0,409,429.0,2005.0,3787.0,1225.0,609.0
1287.0,,9359.0,6915.0,4705.0,8831.0,5277.0,1819.0,9921.0,5907.0,5983.0,7273.0,5427.0,2051.0,4657.0,,,7209.0,2539.0,,,,5693.0,8115.0,,9091.0,3673.0,6645.0,6979.0,,10593.0,5105.0,3151.0,5565.0,4243.0,,8297.0,,,,,,9173.0,5627.0,7125.0,10949.0,,,,,,10275.0,,6749.0,5613.0,9487.0,,5467.0,,10271.0,,7511.0,3831.0,2655.0,10203.0,,,,7317.0,9057.0,,6661.0,955.0,1665.0,417,451.0,2077.0,4369.0,1315.0,661.0
1425.0,,10351.0,6989.0,4777.0,9227.0,5617.0,1867.0,11011.0,6709.0,6331.0,7741.0,5475.0,2195.0,4725.0,,,7215.0,2555.0,,,,5953.0,8183.0,,10281.0,3809.0,6769.0,7461.0,,10799.0,5503.0,3201.0,5587.0,4331.0,,8591.0,,,,,,10463.0,6185.0,7185.0,,,,,,,10839.0,,6995.0,6101.0,9595.0,,5697.0,,10455.0,,8069.0,3991.0,2685.0,10503.0,,,,8295.0,9075.0,,7035.0,1007.0,1673.0,433,461.0,2083.0,4409.0,1335.0,683.0
1439.0,,10465.0,7515.0,4893.0,9297.0,5677.0,1921.0,,7163.0,6863.0,7895.0,5751.0,2379.0,5303.0,,,7823.0,2559.0,,,,6037.0,8323.0,,10305.0,3959.0,7311.0,7651.0,,,6299.0,3323.0,5689.0,4379.0,,9111.0,,,,,,10603.0,6417.0,7747.0,,,,,,,10951.0,,7013.0,6567.0,9755.0,,6039.0,,10535.0,,8635.0,4023.0,2797.0,10985.0,,,,8313.0,9185.0,,7265.0,1085.0,1693.0,443,499.0,2311.0,4731.0,1387.0,687.0
1449.0,,10741.0,7579.0,4931.0,9349.0,5809.0,1999.0,,7301.0,6887.0,8257.0,5951.0,2437.0,5445.0,,,7837.0,2569.0,,,,6115.0,8531.0,,10517.0,4091.0,7999.0,8147.0,,,6379.0,3501.0,5729.0,4395.0,,9943.0,,,,,,10647.0,6659.0,8781.0,,,,,,,,,7765.0,6745.0,9757.0,,6197.0,,10891.0,,8911.0,4147.0,2901.0,,,,,8417.0,9307.0,,7379.0,1087.0,1695.0,447,517.0,2413.0,4891.0,1417.0,757.0
1479.0,,,8039.0,5101.0,9567.0,5919.0,2547.0,,8169.0,7533.0,8305.0,6089.0,2505.0,5537.0,,,8237.0,2871.0,,,,6215.0,8903.0,,,4105.0,8107.0,9457.0,,,6545.0,3679.0,6267.0,4567.0,,10069.0,,,,,,10897.0,6747.0,9301.0,,,,,,,,,7767.0,7151.0,9893.0,,6259.0,,,,9649.0,4311.0,2967.0,,,,,8601.0,9647.0,,7491.0,1135.0,1747.0,467,555.0,2483.0,5175.0,1461.0,775.0
1501.0,,,8347.0,5173.0,10135.0,5959.0,2731.0,,8289.0,7665.0,8345.0,6373.0,2593.0,5881.0,,,8477.0,2897.0,,,,6301.0,9375.0,,,4609.0,8217.0,10491.0,,,6633.0,3933.0,6377.0,4687.0,,10649.0,,,,,,,7283.0,9519.0,,,,,,,,,7989.0,7565.0,10183.0,,7033.0,,,,9723.0,4417.0,3049.0,,,,,9119.0,9705.0,,7915.0,1147.0,1799.0,527,581.0,2521.0,5529.0,1513.0,803.0
1511.0,,,8935.0,5199.0,,6033.0,2829.0,,8319.0,7671.0,8711.0,6427.0,2711.0,5981.0,,,9479.0,2899.0,,,,6561.0,9527.0,,,4745.0,8579.0,10617.0,,,6701.0,3975.0,6491.0,4697.0,,10919.0,,,,,,,7421.0,9607.0,,,,,,,,,7991.0,7625.0,10739.0,,7467.0,,,,10119.0,4651.0,3453.0,,,,,9539.0,10645.0,,7919.0,1187.0,1887.0,537,589.0,2785.0,5535.0,1653.0,827.0
1571.0,,,9013.0,5301.0,,6569.0,3057.0,,8433.0,7955.0,9387.0,6839.0,2773.0,6343.0,,,10705.0,3011.0,,,,6579.0,9553.0,,,4755.0,8929.0,,,,6907.0,4131.0,6713.0,5171.0,,,,,,,,,7827.0,9869.0,,,,,,,,,8005.0,7723.0,,,7865.0,,,,10653.0,4661.0,3581.0,,,,,10083.0,10675.0,,8215.0,1193.0,1941.0,541,591.0,2807.0,5633.0,1719.0,855.0
1579.0,,,9299.0,5345.0,,6671.0,3159.0,,8437.0,8507.0,9825.0,7115.0,2781.0,6867.0,,,10925.0,3163.0,,,,7031.0,9575.0,,,4873.0,9071.0,,,,7395.0,4189.0,7289.0,5185.0,,,,,,,,,7971.0,9955.0,,,,,,,,,8029.0,8015.0,,,8219.0,,,,10831.0,4989.0,3589.0,,,,,10145.0,10685.0,,10307.0,1233.0,1953.0,553,627.0,3131.0,5679.0,1731.0,871.0
1589.0,,,9411.0,5377.0,,6743.0,3289.0,,8739.0,8577.0,10159.0,7375.0,2787.0,6925.0,,,11005.0,3327.0,,,,7167.0,9645.0,,,5197.0,9321.0,,,,7581.0,4193.0,7715.0,5187.0,,,,,,,,,7975.0,10099.0,,,,,,,,,8127.0,8103.0,,,9407.0,,,,,5375.0,3743.0,,,,,10327.0,10687.0,,10795.0,1253.0,1955.0,557,659.0,3209.0,5813.0,1853.0,875.0
1649.0,,,,5383.0,,7225.0,3741.0,,9815.0,8607.0,10349.0,7557.0,2843.0,7001.0,,,,3481.0,,,,7191.0,9761.0,,,5509.0,9961.0,,,,8273.0,4203.0,7771.0,5429.0,,,,,,,,,8291.0,10231.0,,,,,,,,,8161.0,8207.0,,,10235.0,,,,,5409.0,3747.0,,,,,,,,,1283.0,2073.0,565,663.0,3433.0,6287.0,2001.0,889.0
1709.0,,,,5387.0,,7345.0,3859.0,,9889.0,8765.0,10515.0,7607.0,2995.0,7271.0,,,,3505.0,,,,7211.0,10045.0,,,5569.0,9979.0,,,,8301.0,4301.0,7967.0,5457.0,,,,,,,,,8463.0,10267.0,,,,,,,,,8411.0,8235.0,,,10595.0,,,,,5439.0,3793.0,,,,,,,,,1341.0,2465.0,567,675.0,3509.0,6307.0,2009.0,899.0
1739.0,,,,5629.0,,7643.0,3965.0,,9967.0,8805.0,10813.0,8221.0,3317.0,7405.0,,,,3735.0,,,,7247.0,10263.0,,,5601.0,10481.0,,,,8431.0,4521.0,7977.0,5631.0,,,,,,,,,8519.0,10959.0,,,,,,,,,9541.0,8285.0,,,10599.0,,,,,5579.0,3963.0,,,,,,,,,1351.0,2495.0,607,703.0,3565.0,6313.0,2107.0,903.0
1843.0,,,,6091.0,,7863.0,4125.0,,10173.0,9167.0,,8993.0,3333.0,7847.0,,,,3775.0,,,,7279.0,10859.0,,,5979.0,10619.0,,,,8769.0,4581.0,8569.0,5717.0,,,,,,,,,8561.0,,,,,,,,,,9871.0,8315.0,,,10663.0,,,,,5645.0,3977.0,,,,,,,,,1385.0,2499.0,615,705.0,3625.0,6389.0,2115.0,913.0
1857.0,,,,6401.0,,7917.0,4149.0,,10195.0,9353.0,,9165.0,3365.0,7985.0,,,,4181.0,,,,7561.0,10941.0,,,6247.0,10677.0,,,,9145.0,4767.0,9441.0,5811.0,,,,,,,,,8719.0,,,,,,,,,,10279.0,8341.0,,,,,,,,5719.0,4235.0,,,,,,,,,1423.0,2571.0,621,709.0,3751.0,6573.0,2197.0,931.0
1875.0,,,,6591.0,,7943.0,4321.0,,10285.0,9483.0,,9365.0,3513.0,8105.0,,,,4239.0,,,,7619.0,10955.0,,,6487.0,,,,,9147.0,4857.0,9449.0,5885.0,,,,,,,,,9007.0,,,,,,,,,,10733.0,8473.0,,,,,,,,6021.0,4389.0,,,,,,,,,1447.0,2607.0,631,711.0,3869.0,6679.0,2389.0,1013.0
1933.0,,,,6785.0,,8429.0,4431.0,,10533.0,10191.0,,9369.0,3683.0,8369.0,,,,4419.0,,,,7703.0,,,,6781.0,,,,,9469.0,4967.0,9525.0,5989.0,,,,,,,,,9187.0,,,,,,,,,,10811.0,9077.0,,,,,,,,6529.0,4439.0,,,,,,,,,1471.0,2667.0,635,727.0,3915.0,6727.0,2395.0,1027.0
2029.0,,,,6833.0,,8623.0,4727.0,,10701.0,10345.0,,9489.0,3857.0,8629.0,,,,4451.0,,,,7927.0,,,,7045.0,,,,,9587.0,4977.0,9909.0,6083.0,,,,,,,,,9395.0,,,,,,,,,,,9579.0,,,,,,,,6539.0,4463.0,,,,,,,,,1495.0,2705.0,651,733.0,3957.0,6795.0,2473.0,1031.0
2063.0,,,,6871.0,,8791.0,4769.0,,,10505.0,,9819.0,4153.0,8969.0,,,,4539.0,,,,8123.0,,,,7129.0,,,,,9875.0,5263.0,10703.0,6085.0,,,,,,,,,9687.0,,,,,,,,,,,9585.0,,,,,,,,6697.0,4469.0,,,,,,,,,1551.0,2795.0,679,753.0,4399.0,6921.0,2533.0,1049.0
2123.0,,,,6977.0,,8827.0,5131.0,,,10655.0,,9847.0,4183.0,9033.0,,,,4597.0,,,,8777.0,,,,7639.0,,,,,10259.0,5279.0,10971.0,6207.0,,,,,,,,,9973.0,,,,,,,,,,,9911.0,,,,,,,,7133.0,4511.0,,,,,,,,,1555.0,2905.0,691,777.0,4455.0,7305.0,2579.0,1093.0
2163.0,,,,7027.0,,9511.0,5713.0,,,10695.0,,10317.0,4523.0,9099.0,,,,4615.0,,,,9067.0,,,,7883.0,,,,,10753.0,5327.0,,6345.0,,,,,,,,,10071.0,,,,,,,,,,,10247.0,,,,,,,,7153.0,4587.0,,,,,,,,,1569.0,3013.0,701,845.0,4595.0,8047.0,2653.0,1095.0
2313.0,,,,7277.0,,10875.0,6025.0,,,10855.0,,10361.0,4711.0,9217.0,,,,4805.0,,,,9383.0,,,,8011.0,,,,,10805.0,5381.0,,6381.0,,,,,,,,,10239.0,,,,,,,,,,,10441.0,,,,,,,,7193.0,4621.0,,,,,,,,,1581.0,3087.0,719,879.0,4627.0,8365.0,2679.0,1099.0
2315.0,,,,7419.0,,11051.0,6027.0,,,10871.0,,10431.0,4715.0,9971.0,,,,4847.0,,,,9573.0,,,,8077.0,,,,,10825.0,5877.0,,6483.0,,,,,,,,,10273.0,,,,,,,,,,,10549.0,,,,,,,,7229.0,4655.0,,,,,,,,,1617.0,3093.0,721,881.0,4645.0,8367.0,2707.0,1101.0
2377.0,,,,7507.0,,,6111.0,,,,,10587.0,4775.0,10177.0,,,,4849.0,,,,9713.0,,,,8197.0,,,,,10975.0,5991.0,,6857.0,,,,,,,,,10475.0,,,,,,,,,,,10607.0,,,,,,,,7295.0,4703.0,,,,,,,,,1647.0,3223.0,735,891.0,4765.0,8545.0,3005.0,1163.0
