avg,long_bar,mean
0.29,121,0.29710526315789476
0.29,37,0.2975925925925926
0.28,193,0.26732522796352587
0.3,526,0.26480674222609707
0.29,230,0.2623051367237414
0.3,468,0.2749379652605459
0.29,390,0.2814572719407863
0.29,341,0.30295950155763235
0.33,235,0.26698158914728687
0.3,239,0.303219852337982
0.31,156,0.2663255089553899
0.32,22,0.3098946660690274
0.29,380,0.30262515262515266
0.28,168,0.2791666666666667
0.3,455,0.2680971659919028
0.3,441,0.29789473684210527
0.29,265,0.2785923753665689
0.31,141,0.29528985507246375
0.29,440,0.28355062413314847
0.3,294,0.29156626506024097
0.28,273,0.28069767441860466
0.31,241,0.27723916532905296
0.3,431,0.2850588235294118
0.3,335,0.28718798059860406
0.29,439,0.2841555977229602
0.31,200,0.2961757269279393
0.29,375,0.2924606893679058
0.3,156,0.27354312354312355
0.31,146,0.3083088733348386
0.3,168,0.2743374272786038
0.28,228,0.28848946986201884
0.3,254,0.2950048851978505
0.28,162,0.26395348837209304
0.28,368,0.28717105263157894
0.3,267,0.29998096869350077
0.29,293,0.28223504403279687
0.29,605,0.2863247863247863
0.29,138,0.26666666666666666
0.29,426,0.26097560975609757
0.28,293,0.27326460481099657
0.3,338,0.276146196564639
0.32,222,0.2817178881008668
0.32,358,0.28017747618426203
0.3,67,0.27337516808606005
0.31,139,0.3007852077001013
0.33,104,0.28231166150670794
0.31,377,0.2934898045879354
0.29,244,0.2752808988764045
0.29,341,0.27191011235955054
0.3,241,0.2733333333333334
0.31,457,0.28879551820728294
0.29,245,0.29066937119675457
0.29,253,0.2748319641523525
0.32,203,0.282427366447985
0.32,161,0.2960832313341494
0.31,116,0.30171200750469046
0.3,374,0.26051282051282054
0.28,139,0.25984848484848483
0.29,412,0.2822898032200358
0.32,254,0.2770833333333333
0.31,235,0.29414141414141415
0.28,506,0.3018382352941177
0.28,288,0.2733938294010889
0.3,192,0.28042521994134895
0.31,75,0.2961587167581258
0.32,265,0.2995356037151703
0.3,309,0.29617697594501713
0.31,433,0.27794871794871795
0.28,217,0.2721987315010571
0.3,113,0.30177247241815874
0.27,198,0.27789568751411153
0.29,380,0.2857948384298417
0.29,357,0.2813953488372093
0.3,205,0.3035439137134053
0.28,234,0.27904761904761904
0.29,165,0.30441408895913297
0.3,442,0.2831634367648706
0.31,413,0.28364451082897685
0.29,390,0.27683673469387754
0.31,250,0.2783929136349257
0.3,452,0.2729574223245109
0.3,352,0.29795321637426897
0.29,269,0.2794102564102564
0.28,249,0.28305166586190245
0.28,340,0.2857975622681505
0.28,295,0.2732673267326733
0.3,381,0.28273174733388023
0.29,220,0.27769387510487836
0.29,341,0.2970424899909596
0.31,391,0.2743506493506494
0.29,343,0.28258480649785
0.28,310,0.272972972972973
0.3,398,0.27994505494505495
0.28,131,0.28557146976833603
0.3,311,0.2780781663238319
0.28,273,0.27754342431761786
0.29,488,0.2887311286843997
0.29,411,0.26999266324284665
0.28,235,0.2787678767876787
0.29,286,0.2880009775171065
0.32,458,0.28412343470483004
0.28,131,0.2830140485312899
0.29,39,0.2692661018679188
0.31,238,0.2874306106264869
0.29,304,0.26713554987212274
0.3,90,0.2840840840840841
