1,1.1,1.1.1,1.1.1.1,1.1.2,1.1.3,1.1.3.1,1.1.3.2,1.1.3.3,1.2.1,1.2.2,1.2.2.1,2,2.1,2.2,2.2.1,2.2.1.1,2.2.2,3,3.1.1,3.1.2,3.1.2.1,4,4.1,4.1.1,4.1.1.1,4.1.1.2,4.1.1.3,4.1.2,4.1.2.1,4.1.3,4.1.4,4.2,4.2.1,4.2.1.1,4.2.2,4.2.2.1,4.2.2.2,4.3,4.3.1,4.3.2,4.3.2.1,4.3.3,4.3.4,4.3.4.1,4.3.4.2,4.3.4.2.1,4.4,4.4.1,4.4.1.1,4.4.1.1.1,4.4.1.2,4.4.2,4.5,4.6,4.6.2,4.6.2.2,4.6.4,4.6.5,4.7,4.8,4.8.1,4.9,4.9.1,6,7,8,bov,oryg
5719.0,5719.0,5719.0,5719.0,5719.0,5719.0,5719.0,5719.0,5719.0,5719.0,5719.0,5719.0,18801.0,18801.0,18801.0,18801.0,18801.0,18801.0,13065.0,13065.0,13065.0,13065.0,16042.0,16042.0,16042.0,16042.0,16042.0,16042.0,16042.0,16042.0,16042.0,16042.0,16042.0,16042.0,16042.0,16042.0,16042.0,16042.0,16042.0,16042.0,16042.0,16042.0,16042.0,16042.0,16042.0,16042.0,16042.0,16042.0,16042.0,16042.0,16042.0,16042.0,16042.0,16042.0,16042.0,16042.0,16042.0,16042.0,16042.0,16042.0,16042.0,16042.0,16042.0,16042.0,10211.0,,69177.0,18377.0,2089
6075.0,6075.0,6075.0,6075.0,6075.0,6075.0,6075.0,6075.0,6075.0,6075.0,6075.0,6075.0,20211.0,20211.0,20211.0,20211.0,20211.0,20211.0,15321.0,15321.0,15321.0,15321.0,16798.0,16798.0,16798.0,16798.0,16798.0,16798.0,16798.0,16798.0,16798.0,16798.0,16798.0,16798.0,16798.0,16798.0,16798.0,16798.0,16798.0,16798.0,16798.0,16798.0,16798.0,16798.0,16798.0,16798.0,16798.0,16798.0,16798.0,16798.0,16798.0,16798.0,16798.0,16798.0,16798.0,16798.0,16798.0,16798.0,16798.0,16798.0,16798.0,16798.0,16798.0,16798.0,124893.0,,74461.0,20811.0,2463
6109.0,6109.0,6109.0,6109.0,6109.0,6109.0,6109.0,6109.0,6109.0,6109.0,6109.0,6109.0,22427.0,22427.0,22427.0,22427.0,22427.0,22427.0,15839.0,15839.0,15839.0,15839.0,17262.0,17262.0,17262.0,17262.0,17262.0,17262.0,17262.0,17262.0,17262.0,17262.0,17262.0,17262.0,17262.0,17262.0,17262.0,17262.0,17262.0,17262.0,17262.0,17262.0,17262.0,17262.0,17262.0,17262.0,17262.0,17262.0,17262.0,17262.0,17262.0,17262.0,17262.0,17262.0,17262.0,17262.0,17262.0,17262.0,17262.0,17262.0,17262.0,17262.0,17262.0,17262.0,11185.0,,147763.0,21241.0,3495
6299.0,6299.0,6299.0,6299.0,6299.0,6299.0,6299.0,6299.0,6299.0,6299.0,6299.0,6299.0,27151.0,27151.0,27151.0,27151.0,27151.0,27151.0,18275.0,18275.0,18275.0,18275.0,18972.0,18972.0,18972.0,18972.0,18972.0,18972.0,18972.0,18972.0,18972.0,18972.0,18972.0,18972.0,18972.0,18972.0,18972.0,18972.0,18972.0,18972.0,18972.0,18972.0,18972.0,18972.0,18972.0,18972.0,18972.0,18972.0,18972.0,18972.0,18972.0,18972.0,18972.0,18972.0,18972.0,18972.0,18972.0,18972.0,18972.0,18972.0,18972.0,18972.0,18972.0,18972.0,124938.0,,75319.0,126624.0,123660
124428.0,124428.0,124428.0,124428.0,124428.0,124428.0,124428.0,124428.0,124428.0,124428.0,124428.0,124428.0,31479.0,31479.0,31479.0,31479.0,31479.0,31479.0,126105.0,126105.0,126105.0,126105.0,21544.0,21544.0,21544.0,21544.0,21544.0,21544.0,21544.0,21544.0,21544.0,21544.0,21544.0,21544.0,21544.0,21544.0,21544.0,21544.0,21544.0,21544.0,21544.0,21544.0,21544.0,21544.0,21544.0,21544.0,21544.0,21544.0,21544.0,21544.0,21544.0,21544.0,21544.0,21544.0,21544.0,21544.0,21544.0,21544.0,21544.0,21544.0,21544.0,21544.0,21544.0,21544.0,125124.0,,138801.0,24041.0,4441
8803.0,8803.0,8803.0,8803.0,8803.0,8803.0,8803.0,8803.0,8803.0,8803.0,8803.0,8803.0,32613.0,32613.0,32613.0,32613.0,32613.0,32613.0,21401.0,21401.0,21401.0,21401.0,21964.0,21964.0,21964.0,21964.0,21964.0,21964.0,21964.0,21964.0,21964.0,21964.0,21964.0,21964.0,21964.0,21964.0,21964.0,21964.0,21964.0,21964.0,21964.0,21964.0,21964.0,21964.0,21964.0,21964.0,21964.0,21964.0,21964.0,21964.0,21964.0,21964.0,21964.0,21964.0,21964.0,21964.0,21964.0,21964.0,21964.0,21964.0,21964.0,21964.0,21964.0,21964.0,12969.0,,143964.0,25837.0,4451
10177.0,10177.0,10177.0,10177.0,10177.0,10177.0,10177.0,10177.0,10177.0,10177.0,10177.0,10177.0,35095.0,35095.0,35095.0,35095.0,35095.0,35095.0,25625.0,25625.0,25625.0,25625.0,26866.0,26866.0,26866.0,26866.0,26866.0,26866.0,26866.0,26866.0,26866.0,26866.0,26866.0,26866.0,26866.0,26866.0,26866.0,26866.0,26866.0,26866.0,26866.0,26866.0,26866.0,26866.0,26866.0,26866.0,26866.0,26866.0,26866.0,26866.0,26866.0,26866.0,26866.0,26866.0,26866.0,26866.0,26866.0,26866.0,26866.0,26866.0,26866.0,26866.0,26866.0,26866.0,13279.0,,121165.0,26541.0,4865
10537.0,10537.0,10537.0,10537.0,10537.0,10537.0,10537.0,10537.0,10537.0,10537.0,10537.0,10537.0,42529.0,42529.0,42529.0,42529.0,42529.0,42529.0,25917.0,25917.0,25917.0,25917.0,28250.0,28250.0,28250.0,28250.0,28250.0,28250.0,28250.0,28250.0,28250.0,28250.0,28250.0,28250.0,28250.0,28250.0,28250.0,28250.0,28250.0,28250.0,28250.0,28250.0,28250.0,28250.0,28250.0,28250.0,28250.0,28250.0,28250.0,28250.0,28250.0,28250.0,28250.0,28250.0,28250.0,28250.0,28250.0,28250.0,28250.0,28250.0,28250.0,28250.0,28250.0,28250.0,14485.0,,121909.0,30845.0,4867
10899.0,10899.0,10899.0,10899.0,10899.0,10899.0,10899.0,10899.0,10899.0,10899.0,10899.0,10899.0,43799.0,43799.0,43799.0,43799.0,43799.0,43799.0,27539.0,27539.0,27539.0,27539.0,29024.0,29024.0,29024.0,29024.0,29024.0,29024.0,29024.0,29024.0,29024.0,29024.0,29024.0,29024.0,29024.0,29024.0,29024.0,29024.0,29024.0,29024.0,29024.0,29024.0,29024.0,29024.0,29024.0,29024.0,29024.0,29024.0,29024.0,29024.0,29024.0,29024.0,29024.0,29024.0,29024.0,29024.0,29024.0,29024.0,29024.0,29024.0,29024.0,29024.0,29024.0,29024.0,14527.0,,,32979.0,5899
11609.0,11609.0,11609.0,11609.0,11609.0,11609.0,11609.0,11609.0,11609.0,11609.0,11609.0,11609.0,43937.0,43937.0,43937.0,43937.0,43937.0,43937.0,27905.0,27905.0,27905.0,27905.0,29812.0,29812.0,29812.0,29812.0,29812.0,29812.0,29812.0,29812.0,29812.0,29812.0,29812.0,29812.0,29812.0,29812.0,29812.0,29812.0,29812.0,29812.0,29812.0,29812.0,29812.0,29812.0,29812.0,29812.0,29812.0,29812.0,29812.0,29812.0,29812.0,29812.0,29812.0,29812.0,29812.0,29812.0,29812.0,29812.0,29812.0,29812.0,29812.0,29812.0,29812.0,29812.0,14641.0,,,37037.0,5941
11727.0,11727.0,11727.0,11727.0,11727.0,11727.0,11727.0,11727.0,11727.0,11727.0,11727.0,11727.0,44427.0,44427.0,44427.0,44427.0,44427.0,44427.0,27935.0,27935.0,27935.0,27935.0,30730.0,30730.0,30730.0,30730.0,30730.0,30730.0,30730.0,30730.0,30730.0,30730.0,30730.0,30730.0,30730.0,30730.0,30730.0,30730.0,30730.0,30730.0,30730.0,30730.0,30730.0,30730.0,30730.0,30730.0,30730.0,30730.0,30730.0,30730.0,30730.0,30730.0,30730.0,30730.0,30730.0,30730.0,30730.0,30730.0,30730.0,30730.0,30730.0,30730.0,30730.0,30730.0,14975.0,,,38223.0,6043
12373.0,12373.0,12373.0,12373.0,12373.0,12373.0,12373.0,12373.0,12373.0,12373.0,12373.0,12373.0,49951.0,49951.0,49951.0,49951.0,49951.0,49951.0,27959.0,27959.0,27959.0,27959.0,32770.0,32770.0,32770.0,32770.0,32770.0,32770.0,32770.0,32770.0,32770.0,32770.0,32770.0,32770.0,32770.0,32770.0,32770.0,32770.0,32770.0,32770.0,32770.0,32770.0,32770.0,32770.0,32770.0,32770.0,32770.0,32770.0,32770.0,32770.0,32770.0,32770.0,32770.0,32770.0,32770.0,32770.0,32770.0,32770.0,32770.0,32770.0,32770.0,32770.0,32770.0,32770.0,15119.0,,,39111.0,6053
12779.0,12779.0,12779.0,12779.0,12779.0,12779.0,12779.0,12779.0,12779.0,12779.0,12779.0,12779.0,50777.0,50777.0,50777.0,50777.0,50777.0,50777.0,29345.0,29345.0,29345.0,29345.0,33284.0,33284.0,33284.0,33284.0,33284.0,33284.0,33284.0,33284.0,33284.0,33284.0,33284.0,33284.0,33284.0,33284.0,33284.0,33284.0,33284.0,33284.0,33284.0,33284.0,33284.0,33284.0,33284.0,33284.0,33284.0,33284.0,33284.0,33284.0,33284.0,33284.0,33284.0,33284.0,33284.0,33284.0,33284.0,33284.0,33284.0,33284.0,33284.0,33284.0,33284.0,33284.0,15351.0,,,129567.0,6073
125202.0,125202.0,125202.0,125202.0,125202.0,125202.0,125202.0,125202.0,125202.0,125202.0,125202.0,125202.0,53689.0,53689.0,53689.0,53689.0,53689.0,53689.0,30729.0,30729.0,30729.0,30729.0,33356.0,33356.0,33356.0,33356.0,33356.0,33356.0,33356.0,33356.0,33356.0,33356.0,33356.0,33356.0,33356.0,33356.0,33356.0,33356.0,33356.0,33356.0,33356.0,33356.0,33356.0,33356.0,33356.0,33356.0,33356.0,33356.0,33356.0,33356.0,33356.0,33356.0,33356.0,33356.0,33356.0,33356.0,33356.0,33356.0,33356.0,33356.0,33356.0,33356.0,33356.0,33356.0,15377.0,,,39989.0,7137
13633.0,13633.0,13633.0,13633.0,13633.0,13633.0,13633.0,13633.0,13633.0,13633.0,13633.0,13633.0,56891.0,56891.0,56891.0,56891.0,56891.0,56891.0,31003.0,31003.0,31003.0,31003.0,34254.0,34254.0,34254.0,34254.0,34254.0,34254.0,34254.0,34254.0,34254.0,34254.0,34254.0,34254.0,34254.0,34254.0,34254.0,34254.0,34254.0,34254.0,34254.0,34254.0,34254.0,34254.0,34254.0,34254.0,34254.0,34254.0,34254.0,34254.0,34254.0,34254.0,34254.0,34254.0,34254.0,34254.0,34254.0,34254.0,34254.0,34254.0,34254.0,34254.0,34254.0,34254.0,125511.0,,,129639.0,7441
125373.0,125373.0,125373.0,125373.0,125373.0,125373.0,125373.0,125373.0,125373.0,125373.0,125373.0,125373.0,59891.0,59891.0,59891.0,59891.0,59891.0,59891.0,31007.0,31007.0,31007.0,31007.0,39816.0,39816.0,39816.0,39816.0,39816.0,39816.0,39816.0,39816.0,39816.0,39816.0,39816.0,39816.0,39816.0,39816.0,39816.0,39816.0,39816.0,39816.0,39816.0,39816.0,39816.0,39816.0,39816.0,39816.0,39816.0,39816.0,39816.0,39816.0,39816.0,39816.0,39816.0,39816.0,39816.0,39816.0,39816.0,39816.0,39816.0,39816.0,39816.0,39816.0,39816.0,39816.0,16047.0,,,45913.0,7801
16037.0,16037.0,16037.0,16037.0,16037.0,16037.0,16037.0,16037.0,16037.0,16037.0,16037.0,16037.0,63195.0,63195.0,63195.0,63195.0,63195.0,63195.0,31027.0,31027.0,31027.0,31027.0,43166.0,43166.0,43166.0,43166.0,43166.0,43166.0,43166.0,43166.0,43166.0,43166.0,43166.0,43166.0,43166.0,43166.0,43166.0,43166.0,43166.0,43166.0,43166.0,43166.0,43166.0,43166.0,43166.0,43166.0,43166.0,43166.0,43166.0,43166.0,43166.0,43166.0,43166.0,43166.0,43166.0,43166.0,43166.0,43166.0,43166.0,43166.0,43166.0,43166.0,43166.0,43166.0,17023.0,,,46367.0,7879
16183.0,16183.0,16183.0,16183.0,16183.0,16183.0,16183.0,16183.0,16183.0,16183.0,16183.0,16183.0,65253.0,65253.0,65253.0,65253.0,65253.0,65253.0,32071.0,32071.0,32071.0,32071.0,44660.0,44660.0,44660.0,44660.0,44660.0,44660.0,44660.0,44660.0,44660.0,44660.0,44660.0,44660.0,44660.0,44660.0,44660.0,44660.0,44660.0,44660.0,44660.0,44660.0,44660.0,44660.0,44660.0,44660.0,44660.0,44660.0,44660.0,44660.0,44660.0,44660.0,44660.0,44660.0,44660.0,44660.0,44660.0,44660.0,44660.0,44660.0,44660.0,44660.0,44660.0,44660.0,18777.0,,,49857.0,8361
16293.0,16293.0,16293.0,16293.0,16293.0,16293.0,16293.0,16293.0,16293.0,16293.0,16293.0,16293.0,67397.0,67397.0,67397.0,67397.0,67397.0,67397.0,147011.0,147011.0,147011.0,147011.0,131228.0,131228.0,131228.0,131228.0,131228.0,131228.0,131228.0,131228.0,131228.0,131228.0,131228.0,131228.0,131228.0,131228.0,131228.0,131228.0,131228.0,131228.0,131228.0,131228.0,131228.0,131228.0,131228.0,131228.0,131228.0,131228.0,131228.0,131228.0,131228.0,131228.0,131228.0,131228.0,131228.0,131228.0,131228.0,131228.0,131228.0,131228.0,131228.0,131228.0,131228.0,131228.0,18851.0,,,51181.0,8543
16687.0,16687.0,16687.0,16687.0,16687.0,16687.0,16687.0,16687.0,16687.0,16687.0,16687.0,16687.0,70367.0,70367.0,70367.0,70367.0,70367.0,70367.0,33707.0,33707.0,33707.0,33707.0,131291.0,131291.0,131291.0,131291.0,131291.0,131291.0,131291.0,131291.0,131291.0,131291.0,131291.0,131291.0,131291.0,131291.0,131291.0,131291.0,131291.0,131291.0,131291.0,131291.0,131291.0,131291.0,131291.0,131291.0,131291.0,131291.0,131291.0,131291.0,131291.0,131291.0,131291.0,131291.0,131291.0,131291.0,131291.0,131291.0,131291.0,131291.0,131291.0,131291.0,131291.0,131291.0,19109.0,,,53407.0,9039
17105.0,17105.0,17105.0,17105.0,17105.0,17105.0,17105.0,17105.0,17105.0,17105.0,17105.0,17105.0,70923.0,70923.0,70923.0,70923.0,70923.0,70923.0,37073.0,37073.0,37073.0,37073.0,53416.0,53416.0,53416.0,53416.0,53416.0,53416.0,53416.0,53416.0,53416.0,53416.0,53416.0,53416.0,53416.0,53416.0,53416.0,53416.0,53416.0,53416.0,53416.0,53416.0,53416.0,53416.0,53416.0,53416.0,53416.0,53416.0,53416.0,53416.0,53416.0,53416.0,53416.0,53416.0,53416.0,53416.0,53416.0,53416.0,53416.0,53416.0,53416.0,53416.0,53416.0,53416.0,19111.0,,,56605.0,9207
125943.0,125943.0,125943.0,125943.0,125943.0,125943.0,125943.0,125943.0,125943.0,125943.0,125943.0,125943.0,135648.0,135648.0,135648.0,135648.0,135648.0,135648.0,39255.0,39255.0,39255.0,39255.0,59214.0,59214.0,59214.0,59214.0,59214.0,59214.0,59214.0,59214.0,59214.0,59214.0,59214.0,59214.0,59214.0,59214.0,59214.0,59214.0,59214.0,59214.0,59214.0,59214.0,59214.0,59214.0,59214.0,59214.0,59214.0,59214.0,59214.0,59214.0,59214.0,59214.0,59214.0,59214.0,59214.0,59214.0,59214.0,59214.0,59214.0,59214.0,59214.0,59214.0,59214.0,59214.0,20261.0,,,56969.0,9639
18115.0,18115.0,18115.0,18115.0,18115.0,18115.0,18115.0,18115.0,18115.0,18115.0,18115.0,18115.0,79137.0,79137.0,79137.0,79137.0,79137.0,79137.0,39903.0,39903.0,39903.0,39903.0,64936.0,64936.0,64936.0,64936.0,64936.0,64936.0,64936.0,64936.0,64936.0,64936.0,64936.0,64936.0,64936.0,64936.0,64936.0,64936.0,64936.0,64936.0,64936.0,64936.0,64936.0,64936.0,64936.0,64936.0,64936.0,64936.0,64936.0,64936.0,64936.0,64936.0,64936.0,64936.0,64936.0,64936.0,64936.0,64936.0,64936.0,64936.0,64936.0,64936.0,64936.0,64936.0,21443.0,,,60371.0,9815
18187.0,18187.0,18187.0,18187.0,18187.0,18187.0,18187.0,18187.0,18187.0,18187.0,18187.0,18187.0,81637.0,81637.0,81637.0,81637.0,81637.0,81637.0,43923.0,43923.0,43923.0,43923.0,66786.0,66786.0,66786.0,66786.0,66786.0,66786.0,66786.0,66786.0,66786.0,66786.0,66786.0,66786.0,66786.0,66786.0,66786.0,66786.0,66786.0,66786.0,66786.0,66786.0,66786.0,66786.0,66786.0,66786.0,66786.0,66786.0,66786.0,66786.0,66786.0,66786.0,66786.0,66786.0,66786.0,66786.0,66786.0,66786.0,66786.0,66786.0,66786.0,66786.0,66786.0,66786.0,21639.0,,,61647.0,9993
18677.0,18677.0,18677.0,18677.0,18677.0,18677.0,18677.0,18677.0,18677.0,18677.0,18677.0,18677.0,84057.0,84057.0,84057.0,84057.0,84057.0,84057.0,44383.0,44383.0,44383.0,44383.0,67128.0,67128.0,67128.0,67128.0,67128.0,67128.0,67128.0,67128.0,67128.0,67128.0,67128.0,67128.0,67128.0,67128.0,67128.0,67128.0,67128.0,67128.0,67128.0,67128.0,67128.0,67128.0,67128.0,67128.0,67128.0,67128.0,67128.0,67128.0,67128.0,67128.0,67128.0,67128.0,67128.0,67128.0,67128.0,67128.0,67128.0,67128.0,67128.0,67128.0,67128.0,67128.0,22831.0,,,62349.0,124701
126117.0,126117.0,126117.0,126117.0,126117.0,126117.0,126117.0,126117.0,126117.0,126117.0,126117.0,126117.0,84471.0,84471.0,84471.0,84471.0,84471.0,84471.0,46507.0,46507.0,46507.0,46507.0,67818.0,67818.0,67818.0,67818.0,67818.0,67818.0,67818.0,67818.0,67818.0,67818.0,67818.0,67818.0,67818.0,67818.0,67818.0,67818.0,67818.0,67818.0,67818.0,67818.0,67818.0,67818.0,67818.0,67818.0,67818.0,67818.0,67818.0,67818.0,67818.0,67818.0,67818.0,67818.0,67818.0,67818.0,67818.0,67818.0,67818.0,67818.0,67818.0,67818.0,67818.0,67818.0,23893.0,,,63627.0,11227
19269.0,19269.0,19269.0,19269.0,19269.0,19269.0,19269.0,19269.0,19269.0,19269.0,19269.0,19269.0,92125.0,92125.0,92125.0,92125.0,92125.0,92125.0,49239.0,49239.0,49239.0,49239.0,134270.0,134270.0,134270.0,134270.0,134270.0,134270.0,134270.0,134270.0,134270.0,134270.0,134270.0,134270.0,134270.0,134270.0,134270.0,134270.0,134270.0,134270.0,134270.0,134270.0,134270.0,134270.0,134270.0,134270.0,134270.0,134270.0,134270.0,134270.0,134270.0,134270.0,134270.0,134270.0,134270.0,134270.0,134270.0,134270.0,134270.0,134270.0,134270.0,134270.0,134270.0,134270.0,26237.0,,,69575.0,11465
19511.0,19511.0,19511.0,19511.0,19511.0,19511.0,19511.0,19511.0,19511.0,19511.0,19511.0,19511.0,100391.0,100391.0,100391.0,100391.0,100391.0,100391.0,49935.0,49935.0,49935.0,49935.0,69044.0,69044.0,69044.0,69044.0,69044.0,69044.0,69044.0,69044.0,69044.0,69044.0,69044.0,69044.0,69044.0,69044.0,69044.0,69044.0,69044.0,69044.0,69044.0,69044.0,69044.0,69044.0,69044.0,69044.0,69044.0,69044.0,69044.0,69044.0,69044.0,69044.0,69044.0,69044.0,69044.0,69044.0,69044.0,69044.0,69044.0,69044.0,69044.0,69044.0,69044.0,69044.0,127573.0,,,69725.0,11527
20669.0,20669.0,20669.0,20669.0,20669.0,20669.0,20669.0,20669.0,20669.0,20669.0,20669.0,20669.0,104357.0,104357.0,104357.0,104357.0,104357.0,104357.0,131502.0,131502.0,131502.0,131502.0,136265.0,136265.0,136265.0,136265.0,136265.0,136265.0,136265.0,136265.0,136265.0,136265.0,136265.0,136265.0,136265.0,136265.0,136265.0,136265.0,136265.0,136265.0,136265.0,136265.0,136265.0,136265.0,136265.0,136265.0,136265.0,136265.0,136265.0,136265.0,136265.0,136265.0,136265.0,136265.0,136265.0,136265.0,136265.0,136265.0,136265.0,136265.0,136265.0,136265.0,136265.0,136265.0,28055.0,,,147687.0,11751
