2.2.1,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
4.4.2,,,,,,
4.5,,,,,,
2.2.1,2.2.2,,,,,
4.4.2,8,,,,,
2.2.1.1,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
4.5,,,,,,
4.2.2,,,,,,
4.5,,,,,,
4.5,,,,,,
2.2.1,,,,,,
4.5,,,,,,
4.5,,,,,,
4.2.2,,,,,,
4.2.2,,,,,,
4.4.2,8,,,,,
4.2.2,,,,,,
1.1.1.1,4.5,,,,,
4.4.2,,,,,,
4.2.2,,,,,,
4.5,,,,,,
2.2.1,8,,,,,
2.2.1,,,,,,
4,,,,,,
4.4.1,4.4.2,,,,,
4.5,,,,,,
2.2.1,,,,,,
2.2.1,4.8.1,,,,,
4.5,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
4.5,4.9,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
4.5,,,,,,
4.5,,,,,,
4.2.2,,,,,,
2.2.1,,,,,,
4.5,,,,,,
4.5,,,,,,
4.5,,,,,,
2.2.1,,,,,,
2.2.1,8,,,,,
2.2.1,2.2.2,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
4.5,,,,,,
4.2.2,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.2,,,,,,
2.2.1,8,,,,,
1,4.5,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
4.2.2,,,,,,
4.4.2,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
4.2.2,,,,,,
2.2.2,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
4.4.2,,,,,,
4.4.2,,,,,,
2.2.1,,,,,,
2.2.1,8,,,,,
4.2.2,,,,,,
1,2.2.1,2.2.2,,,,
2.2.1,,,,,,
2.2.1,8,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
4.5,,,,,,
2.2.1,,,,,,
2.2.1,4.5,,,,,
4.4.2,,,,,,
2.2.1,,,,,,
2.2.2,,,,,,
4.4.2,,,,,,
2.2.2,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
4.5,,,,,,
2.2.2,,,,,,
2.2.1,4.4.2,,,,,
4.2.2,7,,,,,
4.5,,,,,,
2.2.1,8,,,,,
4.5,,,,,,
2.2.1,,,,,,
2.2.1,4.4.2,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
4.4.2,,,,,,
2.2.1,,,,,,
4.4.2,,,,,,
4.4.2,,,,,,
2.2.1,2.2.2,,,,,
4.4.2,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.1.1,,,,,,
4.5,,,,,,
2.2.2,,,,,,
2.2.1,,,,,,
4.5,,,,,,
2.1,2.2.1,2.2.2,4.3,,,
2.2.1,,,,,,
2.2.1,,,,,,
4.2.2,,,,,,
2.2.2,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.1,4.5,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
4.4.2,,,,,,
4.2.2,,,,,,
4.5,,,,,,
1.2.1,4.4,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
4.5,8,,,,,
4.5,,,,,,
2.2.1,,,,,,
2.2.1,4.8.1,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.2,,,,,,
2.2.2,,,,,,
2.2.2,,,,,,
2.2.1,,,,,,
2.2.2,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.2,,,,,,
4.2.2,,,,,,
2.2.1,,,,,,
4.2.2,,,,,,
2.2.1,,,,,,
4.4.2,,,,,,
2.2.1,,,,,,
2.2.1,2.2.2,_,,,,
2.2.2,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.1.1,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.1,4.5,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.1.1,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
4.4.2,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
4.5,,,,,,
2.2.1,,,,,,
2.2.2,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
4.2.2,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
4.2.2,,,,,,
2.2.2,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
4.2.2,,,,,,
2.2.1,,,,,,
2.2.1,2.2.2,oryg,,,,
2.2.2,,,,,,
2.2.1,,,,,,
2.2.1,8,,,,,
2.2.1,,,,,,
4.5,,,,,,
4.2.2,,,,,,
2.2.1,2.2.2,,,,,
2.2.2,4.3.1,,,,,
2.2.1,,,,,,
4.2.2,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
4.2.2,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.1,8,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
4.4.1.2,4.4.2,8,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.1,2.2.2,,,,,
4.4.2,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.1,8,,,,,
2.2.1,,,,,,
4.5,,,,,,
4.5,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
4.2,,,,,,
2.2.1,2.2.2,,,,,
4.4.2,,,,,,
2.2.1,,,,,,
4.4.2,,,,,,
4.5,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
4.4.2,,,,,,
2.2.1,,,,,,
4.4.1,4.4.2,,,,,
4.4.1,4.4.2,,,,,
4.4.2,,,,,,
2.2.1,2.2.2,,,,,
4.4.2,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
4.5,,,,,,
2.2.1.1,4.5,,,,,
4.5,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.1.1,,,,,,
4.5,,,,,,
2.2.1.1,,,,,,
4.2.2,,,,,,
4.4.2,,,,,,
4.4.2,,,,,,
4.5,4.6.2.2,,,,,
4.4.2,,,,,,
4.5,,,,,,
2.2.1,,,,,,
4.5,,,,,,
2.2.1,,,,,,
4.4.2,,,,,,
2.2.1,2.2.2,,,,,
2.2.1,,,,,,
4.2.2,,,,,,
4.2.2,,,,,,
4.5,,,,,,
4.4.2,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
4.5,,,,,,
4.4.2,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
4.2,,,,,,
4.1.1.3,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.1,8,,,,,
4.4.2,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
4.5,,,,,,
4.4,,,,,,
2.2.1,,,,,,
2.2.1,2.2.2,,,,,
4.5,4.8.1,,,,,
2.2.1.1,,,,,,
2.2.1,2.2.2,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
1,2.2.1,,,,,
2.2.1,2.2.2,,,,,
4.5,,,,,,
4.2.2,4.5,,,,,
2.2.1,2.2.2,,,,,
2.2.1,,,,,,
2.2.2,,,,,,
2.2.1,,,,,,
2.2.1,_,,,,,
1,2.2.1,2.2.2,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.1,2.2.2,,,,,
2.2.1,2.2.2,8,,,,
2.2.1,,,,,,
2.1,2.2.1.1,,,,,
2.2.1,2.2.2,,,,,
4.4.2,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
4.5,,,,,,
2.2.1,,,,,,
4.5,,,,,,
2.2.1.1,,,,,,
2.2.1,,,,,,
4.4.2,,,,,,
2.2.1,2.2.2,8,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.1,8,oryg,,,,
2.2.1,,,,,,
4.5,,,,,,
2.2.1,8,,,,,
4.2.2,,,,,,
2.2.1,8,,,,,
4.5,,,,,,
4.4.2,,,,,,
4.5,,,,,,
4.4.2,,,,,,
4.4.2,,,,,,
4.2.2,,,,,,
2.2.1.1,,,,,,
2.2.1,,,,,,
4.2.2,,,,,,
4.4.2,,,,,,
4.4.2,,,,,,
4.5,,,,,,
2.1,,,,,,
2.2.1,,,,,,
2.2.1.1,4.4.2,,,,,
2.2.1,8,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
4.2.2,,,,,,
4.2.2,,,,,,
2.2.1,,,,,,
2.2.1,4.2.2.1,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
4.4.2,,,,,,
2.2.1,,,,,,
2.2.2,,,,,,
2.2.1,2.2.2,8,,,,
2.2.1,,,,,,
2.2.1,,,,,,
4.4.2,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
4.4.2,4.5,,,,,
4.4.2,,,,,,
2.2.1,,,,,,
2.2.1,2.2.2,8,,,,
4.4.2,,,,,,
2.2.1,,,,,,
4.4.2,,,,,,
2.2.1,,,,,,
4.4.1,4.4.2,,,,,
4.5,,,,,,
4.4.2,4.5,,,,,
4.5,,,,,,
2.2.1,,,,,,
4.4.2,,,,,,
4.4.2,,,,,,
2.2.1,,,,,,
4.4,,,,,,
2.2.1,,,,,,
2.2.1,8,,,,,
2.2.1,,,,,,
2.2.1,bov,,,,,
2.2.1,,,,,,
4.5,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.1,2.2.2,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
4.5,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
4.8,,,,,,
4.2.1,,,,,,
4.8.1,,,,,,
4.3.3,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
4.5,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
4.8,,,,,,
4.3.3,4.8,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.1,8,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
4.2.1,,,,,,
2.2.1,4.5,,,,,
2.2.1,,,,,,
4.3.3,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
4.2.1,,,,,,
4.3.3,,,,,,
2.2.1,8,,,,,
4.2.1,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
4.3.3,,,,,,
4.5,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.1,4.3.3,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
4.2.1.1,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
4.8,,,,,,
4.3.3,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
4.3.3,,,,,,
4.3.3,,,,,,
2.2.1,,,,,,
2.2.1,,,,,,
4.5,,,,,,
