art_146,lineage1.2.2,0.896,lineagebov,0.104
art_147,lineage6,0.888,lineage4.6.1.2,0.112
art_148,lineage4.3,0.896,lineage4.4.1,0.104
art_149,lineage7,0.892,lineage1.1.1,0.108
art_14,lineage4.1.1,0.903,lineage4.3.1,0.097
art_150,lineage4.4.1,1.0
art_151,lineage1.2.2.1,0.903,lineage1.1.3,0.097
art_152,lineage4.1,0.898,lineage1.1.3,0.102
art_153,lineage4.8.2,0.902,lineage2,0.098
art_154,lineage4.1.3,0.892,lineage4.3.2,0.108
art_155,lineage1.2.2,0.903,lineage4.3.2.1,0.097
art_156,lineage2.2,1.0
art_157,lineage1.1.3,0.902,lineagecap,0.098
art_158,lineage4.2.2.2,1.0
art_159,lineage4.3.2.1,1.0
art_15,lineage4.6.2,0.901,lineage1.1.3.3,0.099
art_160,lineage4.6.2.1,0.9,lineagecap,0.1
art_161,lineage4.8.2,0.887,lineage4.3.1.1,0.113
art_162,lineage2.2.2,0.9,lineage2.2,0.1
art_163,lineageoryg,1.0
art_164,lineage8,0.898,lineage4.3.3,0.102
art_165,lineage4.3.1,1.0
art_166,lineage4.1.1.3,0.513,lineage4.3.1.1,0.487
art_167,lineage4.4.1.2,1.0
art_168,lineage1.2.2.1,0.906,lineage3,0.094
art_169,lineage1.1.3.3,0.903,lineage4.6.4,0.097
art_16,lineage4.4.1.1.1,0.907,lineage4.1.1.3,0.093
art_170,lineage4.3.1,0.898,lineage4.6.2.1,0.102
art_171,lineageoryg,0.898,lineage4.6.4,0.102
art_172,lineage4.1,1.0
art_173,lineage4.1.3,1.0
art_174,lineage9,1.0
art_175,lineageoryg,0.897,lineage4.3.1.1,0.103
art_176,lineage4.1.1.1,1.0
art_177,lineage4.8.2,1.0
art_178,lineage1.2.1,0.903,lineage1.2.2.1,0.097
art_179,lineage2,1.0
art_17,lineage4.3.2,1.0
art_180,lineage4.4,0.899,lineage1,0.101
art_181,lineage4.2.1.1,0.898,lineage8,0.102
art_182,lineage4.1.1.3.1,1.0
art_183,lineage4.4,0.901,lineage2.1,0.099
art_184,lineage4.4.1,0.899,lineage2.2.2,0.101
art_185,lineage4.3,0.894,lineage4.6.2.2,0.106
art_186,lineage1.1.3.1,1.0
art_187,lineage4.1.1.3.1,0.892,lineage4.1,0.108
art_188,lineage4.3.4.2,0.899,lineage4.1.1.3,0.101
art_189,lineage4.6.1,0.903,lineage2.2,0.097
art_18,lineage1.1.3.1,0.904,lineage4.2.1,0.096
art_190,lineage3.1.2.2,0.898,lineage1.1.1,0.102
art_191,lineage4.6.4,1.0
art_192,lineage3,0.899,lineage1.1.2,0.101
art_193,lineage4.8.1,0.906,lineage4.4.1,0.094
art_194,lineage4.8.2,0.897,lineage1.2.2.1,0.103
art_195,lineage4.3.2,0.898,lineageoryg,0.102
art_196,lineageoryg,0.897,lineage4.9.1,0.103
art_197,lineage4.4,1.0
art_198,lineage4.5,1.0
sample
sample
art_1,lineage1.1.1.1,0.894,lineage4.6.1,0.106
art_200,lineage4.1.1,0.901,lineage4.1.3,0.099
art_20,lineage4.6.4,0.901,lineage6,0.099
art_21,lineage4.6.2,1.0
art_22,lineage4.3.1.1,1.0
art_23,lineage4.8.3,0.904,lineagebov,0.096
art_24,lineage4.1.1.1,1.0
art_25,lineage1.1.3.3,0.897,lineagecap,0.103
art_26,lineage4.2.1,1.0
art_27,lineage2,0.899,lineage2.1,0.101
art_28,lineage2.1,1.0
art_29,lineage4.3.2.1,1.0
art_2,lineage4.6.2.1,0.897,lineage1.1,0.103
art_30,lineage4.3.2.1,1.0
art_31,lineage4.1.1.3.1,1.0
art_32,lineage4.4.1,0.897,lineage4.8.2,0.103
art_33,lineage4.8.1,0.897,lineage4.3.4.2,0.103
art_34,lineage4.2.2.2,0.908,lineage4.1.3,0.092
art_35,lineage4.1,1.0
art_36,lineage4.1.1.1,0.889,lineage4.8.2,0.111
art_37,lineage2.2,1.0
art_38,lineage4.6.1.2,0.897,lineage5,0.103
art_39,lineage5,0.893,lineage4.2.1,0.107
art_3,lineage1.2.2.1,0.897,lineage4.4.1,0.103
art_40,lineage1.1,0.9,lineage4.3.2.1,0.1
art_41,lineage1.1.3.2,1.0
art_42,lineage4.3.3,0.897,lineage4.1.1.1,0.103
art_43,lineage1.2.1,0.887,lineage4.3.2.1,0.113
art_44,lineage4.6.2.2,0.902,lineage4.2.2.2,0.098
art_45,lineage4.1,1.0
art_46,lineageoryg,0.903,lineage1.1.3,0.097
art_47,lineage4.6.1.2,1.0
art_48,lineage9,0.909,lineage4.3.2,0.091
art_49,lineageoryg,1.0
art_4,lineage4.1.1,0.896,lineage5,0.104
art_50,lineage1.1.1.1,0.894,lineage8,0.106
art_51,lineage8,0.898,lineage4.9.1,0.102
art_52,lineage4.1.1.2,0.892,lineage4.3.1.1,0.108
art_53,lineage2.2,1.0
art_54,lineage1.1.3.1,0.903,lineage4.1.1.2,0.097
art_55,lineage1.1.1.1,0.897,lineage2,0.103
art_56,lineage4.8.1,1.0
art_57,lineage5,0.899,lineage4.1.1,0.101
art_58,lineage2.2.2,0.896,lineage4.2.2.1,0.104
art_59,lineage1.2.1,1.0
art_5,lineage4.6.1.2,0.893,lineage4.1.1,0.107
art_60,lineage4.8.2,0.901,lineage1,0.099
art_61,lineage4.6.2,1.0
sample
art_63,lineage4.3.2,1.0
art_64,lineage4.6.2.2,1.0
art_65,lineage4.5,1.0
art_66,lineage4.1.1.3,0.903,lineage4.8.1,0.097
art_67,lineage4.8.3,0.897,lineage1.1.2,0.103
art_68,lineageoryg,0.9,lineage4.3.1,0.1
art_69,lineage2,0.895,lineage4.6.2,0.105
art_6,lineagecap,1.0
art_70,lineage4.6.4,0.888,lineage4.6.1,0.112
art_71,lineage4.3,1.0
art_72,lineage1.2.1,1.0
art_73,lineage4.3.1.1,0.898,lineage3.1.2.2,0.102
art_74,lineage1.2.2,0.898,lineage2.1,0.102
art_75,lineage4.6.1,0.898,lineage4.3.2.1,0.102
art_76,lineage1.1.1,1.0
art_77,lineage1.2.1,1.0
art_78,lineage4.4.1.2,1.0
art_79,lineage1.1.1,0.9,lineage4.1.3,0.1
art_7,lineage1.1.1,0.9,lineage4.1.1.1,0.1
art_80,lineagecap,0.899,lineage4.1,0.101
art_81,lineage4.6.1.1,0.893,lineage4.6.2.1,0.107
art_82,lineage9,0.9,lineage1.2.2.1,0.1
art_83,lineage4.8.2,1.0
art_84,lineage1.1.1,1.0
art_85,lineage4.3.3,0.904,lineage4.2,0.096
art_86,lineage2.2,0.905,lineage1.1.3.1,0.095
art_87,lineage4.4.1.2,0.896,lineage2.2,0.104
art_88,lineage4.6.2,1.0
art_89,lineage4.4.1.1.1,0.902,lineage4.6.2,0.098
art_8,lineage4.1,0.896,lineage1.1.3.2,0.104
art_90,lineage1.1.3.2,1.0
art_91,lineage4.3.1,0.909,lineage4.6.3,0.091
art_92,lineage1,0.901,lineage1.1.3.1,0.099
art_93,lineage5,1.0
art_94,lineage4.1.2.1.1,1.0
art_95,lineage4.2.1,1.0
art_96,lineage4.1.2.1.1,0.902,lineage3,0.098
art_97,lineage4.6.1,0.902,lineage4.3.1,0.098
art_98,lineage4.4.1.1.1,0.899,lineage4.3.4.2,0.101
art_99,lineage2,0.882,lineage4.3.1,0.118
art_9,lineage4.3.1,0.899,lineage2,0.101
