art_43,2360R,0.698,0469L,0.302
art_44,MAL010136,0.697,200253,0.303
art_45,GG-134-11,0.701,SUMu009,0.299
art_46,M1906,0.702,01-R0648,0.298
art_47,2257E,0.7,2926STDY5723497,0.3
art_48,Bir-102,0.301,1500108,0.699
art_49,2636R,0.701,LN3668,0.299
art_4,H3367,0.697,SLM056,0.303
art_50,I0004478-9,0.701,KT-0016,0.299
art_51,2514J,0.702,BTB08-001,0.298
art_52,0486E,0.701,MAL010136,0.299
art_53,001_13432,0.7,I0001662-1,0.3
art_54,H107,0.702,1067L,0.298
art_55,M1400,0.301,00-15489,0.699
art_56,2353J,0.702,TB_RSA161,0.298
art_57,T09800777,0.697,Bir179,0.303
art_58,2302D,0.697,UT0090,0.303
art_59,M1397,0.693,0018W,0.307
art_5,Bir-22,0.7,Bir-78,0.3
art_60,Bir-228,0.698,M2007,0.302
art_61,1607Y,0.7,Bir185,0.3
art_62,2337R,0.71,621,0.29
art_63,1343L,0.701,0666A,0.299
art_64,H114540002,0.695,E09701106,0.305
art_65,0822-11,0.306,UT0052,0.694
art_66,A4,0.7,H1329,0.3
art_67,2591S,0.702,LN3584,0.298
art_68,type-strain:-0430,0.7,2345A,0.3
art_69,M2384,0.305,BTB11-192,0.695
art_6,T46_2,0.3,2926STDY5723423,0.7
art_70,Bir-299,0.577,1821ADB38,0.258,H37rv,0.165
art_71,2351G,0.702,TKK_03_0101,0.298
art_72,1551M,0.701,200253,0.299
art_73,ATCC35740,0.702,0469L,0.298
art_74,M1961,0.703,A09901284,0.297
art_75,MAL010084,0.704,XTB13-128,0.296
art_76,D-4155,0.301,0429S,0.699
art_77,M1978,0.695,Bir-142,0.305
art_78,M1295,0.697,2926STDY5723623,0.303
art_79,Bir-135,0.701,M2130,0.299
art_7,0B123ND,0.698,1832S,0.302
art_80,M2116,0.302,2926STDY5723623,0.698
art_81,Bir172,0.697,Bir-239,0.303
art_82,M1340,0.301,XTB13-161,0.699
art_83,Bir-94,0.698,I0005710-4,0.302
art_84,XDR1219,0.698,47,0.302
art_85,M2134,0.698,M2350,0.302
art_86,A70144_1,0.699,2337R,0.301
art_87,KT-0003,0.302,XTB13-121,0.698
art_88,M1221,0.703,I00300818,0.297
art_89,1067L,0.7,1507P,0.3
art_8,M0020190-6,0.307,A70011_2,0.693
art_90,02-R0991,0.702,Bir-30,0.298
art_91,MbURU-002,0.705,Bir-324,0.295
art_92,MbURU-002,0.703,MAL010078,0.297
art_93,0392C,0.302,TKK_03_0082,0.698
art_94,0650H,0.702,2276A,0.298
art_95,MbURU-011,0.302,Bir-173,0.698
art_96,J09902073,0.701,MD18486,0.299
art_97,2171L,0.312,2279D,0.688
art_98,UT0087,0.702,LN3588,0.298
art_99,Bir-171,0.304,LN3672,0.696
art_9,1024P,0.701,2926STDY5723724,0.299
