avg,long_bar,mean
0.22,23,0.26181818181818184
0.26,23,0.25424528301886795
0.24,125,0.21617647058823528
0.26,23,0.24888888888888885
0.19,16,0.18411764705882358
0.22,48,0.25384615384615383
0.27,27,0.26806398234969664
0.24,22,0.27251461988304093
0.26,49,0.24767441860465114
0.26,61,0.24671669793621018
0.24,44,0.2251764705882353
0.26,17,0.24982517482517483
0.24,36,0.21125541125541125
0.26,29,0.22464285714285714
0.24,26,0.24731182795698925
0.26,85,0.2381609195402299
0.22,66,0.25315614617940196
0.22,39,0.23669880884855363
0.23,33,0.22352941176470587
0.29,29,0.27828054298642535
0.24,22,0.2987878787878788
0.48,56,0.4451923076923077
0.21,28,0.2270186335403727
0.26,21,0.28534322820037106
0.26,108,0.23222591362126244
0.24,53,0.22137733142037305
0.24,19,0.26132404181184665
0.2,10,0.19749552772808587
0.17,27,0.2374581939799331
0.22,25,0.19435294117647062
0.28,29,0.20077220077220073
0.24,21,0.21910299003322256
0.22,28,0.2109833237492812
0.24,140,0.2228752642706131
0.24,34,0.2568027210884354
0.22,106,0.19367441860465115
0.3,19,0.2697414395527603
0.24,75,0.226890756302521
0.21,14,0.26476190476190475
0.22,13,0.2580799045915325
0.26,21,0.23921052631578946
0.27,10,0.25144124168514415
0.24,30,0.23725490196078436
0.21,20,0.24724462365591396
0.25,44,0.22572533849129592
0.26,46,0.2547314578005115
0.21,47,0.20816326530612242
0.26,133,0.22844444444444445
0.29,16,0.27826086956521734
0.25,45,0.23963963963963963
0.21,27,0.26647058823529407
0.28,42,0.2438282647584973
0.24,21,0.2613998613998614
0.22,51,0.2271106941838649
0.21,29,0.23166666666666666
0.24,222,0.2393617021276596
0.24,11,0.2542553191489362
0.21,39,0.18947368421052632
0.18,17,0.2915032679738562
0.26,103,0.2623582766439909
0.24,35,0.22386363636363638
0.24,105,0.2286944045911047
0.24,22,0.21910299003322256
0.22,30,0.21041666666666667
0.24,63,0.2218878248974008
0.24,106,0.24977777777777777
0.19,35,0.26666666666666666
0.24,34,0.23340961098398172
0.24,29,0.21125541125541125
0.2,32,0.2481533101045296
0.22,44,0.2580882352941176
0.24,30,0.22825059101654846
0.47,172,0.44299999999999995
0.24,13,0.2777027027027027
0.23,24,0.22624584717607976
