avg,long_bar,mean
0.11,11,0.10999716258394023
0.08,57,0.07817796610169492
0.09,57,0.0813793103448276
0.12,15,0.11189209726443768
0.09,9,0.10056448111159359
0.1,21,0.09517819706498952
0.11,9,0.11386363636363635
0.11,16,0.08296346876066917
0.1,19,0.09316326530612246
0.08,8,0.09111842105263157
0.09,110,0.08304597701149426
0.1,8,0.0960287081339713
0.08,39,0.09838391801340167
0.09,100,0.08397932816537468
0.1,53,0.09455899198167239
0.09,104,0.0884016393442623
0.1,95,0.09377191517782602
0.09,16,0.09580102588572109
0.1,15,0.09049261083743843
0.09,37,0.0893970893970894
0.07,12,0.06333056478405315
0.08,7,0.09915306915306915
0.12,54,0.08207282913165265
0.09,10,0.07647471910112359
0.1,10,0.1116232059834243
0.08,9,0.1126086956521739
0.11,58,0.10025078369905956
0.13,6,0.12051820728291318
0.08,3,0.07329131652661065
0.09,13,0.10343982851893435
0.09,13,0.08588709677419354
0.1,6,0.09342424242424242
0.08,11,0.10973985170290308
0.1,14,0.09518332135154565
0.09,92,0.09296987087517934
0.08,13,0.07327127659574467
0.1,35,0.09862733644859811
0.1,12,0.0964274008521796
0.09,5,0.09141217661933476
0.11,13,0.10392045454545455
0.1,27,0.08757591532188097
0.1,33,0.09575242718446601
0.11,16,0.10622710622710622
0.12,8,0.11047328959700094
0.07,10,0.07346534653465346
0.09,19,0.08793650793650794
0.11,21,0.1030206677265501
0.08,10,0.08244711263579188
0.09,37,0.09746651135701806
0.11,10,0.09908026755852843
0.09,30,0.09104560622914348
0.1,8,0.1017143916226485
0.09,5,0.1045028630921395
0.1,24,0.08824690188649459
0.12,16,0.11148325358851674
0.12,18,0.1059363317095276
0.1,8,0.09315277512874308
0.1,11,0.07752977679911921
0.12,23,0.11312893081761005
0.1,18,0.1012820512820513
0.09,20,0.08332049306625577
0.09,50,0.09022263450834882
0.09,69,0.10355383532723435
0.08,12,0.07077303884234577
0.11,5,0.09732860078460677
0.08,31,0.06892903950571054
0.09,12,0.09426573426573427
0.1,15,0.09405425492382014
0.1,14,0.09211047420531526
0.11,11,0.10960086299892124
